,Id,Period,Time,Type,Goal,Assist,Season
8,190313,3. část,04:07,-,9 Filip Fišer,16 Aleš Bambas,2017/2018
9,190313,3. část,06:37,-,11 Vít Bohata,67 Matouš Bolek,2017/2018
10,190313,3. část,09:29,-,9 Filip Fišer,16 Aleš Bambas,2017/2018
11,190313,3. část,09:45,-,21 Jiří Ureš,11 Vít Bohata,2017/2018
0,199709,1. část,09:25,-,10 Pavel Zeman,11 Jaroslav Skácel,2017/2018
1,199709,2. část,04:31,-,4 Jaroslav Vlček,11 Jaroslav Skácel,2017/2018
2,199709,2. část,08:53,-,10 Pavel Zeman,,2017/2018
3,199709,3. část,00:35,-,7 Vojtěch Chytka,4 Jaroslav Vlček,2017/2018
4,199709,3. část,01:31,-,10 Pavel Zeman,4 Jaroslav Vlček,2017/2018
5,199709,3. část,02:51,-,7 Vojtěch Chytka,11 Jaroslav Skácel,2017/2018
0,202065,2. část,04:12,PP,15 Dominik Bouček,9 Vladimír Drnec,2017/2018
1,202065,2. část,10:43,PP,3 Vít Kašpar,9 Vladimír Drnec,2017/2018
0,202049,1. část,10:43,-,20 Dávid Nagy,9 Radka Sýkorová,2017/2018
1,202049,2. část,09:14,-,17 Jiří Braüer,10 Jiří Horáček,2017/2018
2,202049,2. část,09:43,-,6 Břetislav Klápště,2 Petr Michálek,2017/2018
3,202049,2. část,11:03,-,15 Lukáš Prodan,17 Jiří Braüer,2017/2018
4,202049,3. část,06:58,-,10 Jiří Horáček,6 Břetislav Klápště,2017/2018
5,202049,3. část,08:47,-,4 Martin Sýkora,14 Pavel Böhm,2017/2018
0,206061,1. část,01:32,-,6 Ondřej Šváb,9 Petr Urban,2017/2018
1,206061,1. část,07:43,-,9 Petr Urban,10 David Borovský,2017/2018
2,206061,1. část,08:07,-,9 Petr Urban,78 Šimon Hejda,2017/2018
3,206061,1. část,10:09,-,10 David Borovský,9 Petr Urban,2017/2018
4,206061,3. část,00:37,-,15 František Vlček,,2017/2018
5,206061,3. část,11:07,-,9 Petr Urban,6 Ondřej Šváb,2017/2018
0,206070,1. část,09:05,-,71 Tomáš Zídek,9 Jakub Zalubil,2017/2018
1,206070,2. část,06:59,-,82 Tomáš Lada,9 Jakub Zalubil,2017/2018
2,206070,2. část,08:18,-,37 Jiří Kolínský,82 Tomáš Lada,2017/2018
3,206070,2. část,11:16,-,84 Aleš Vondřejc,99 Petr Brimus,2017/2018
4,206070,3. část,00:22,-,26 Jan Sláma,,2017/2018
5,206070,3. část,00:52,-,72 Metoděj Krahulec,,2017/2018
6,206070,3. část,06:10,-,26 Jan Sláma,84 Aleš Vondřejc,2017/2018
7,206070,3. část,07:16,-,26 Jan Sláma,99 Petr Brimus,2017/2018
8,206070,3. část,09:32,-,82 Tomáš Lada,71 Tomáš Zídek,2017/2018
0,211408,1. část,04:29,-,67 Matouš Bolek,16 Aleš Bambas,2017/2018
1,211408,1. část,06:06,-,16 Aleš Bambas,9 Filip Fišer,2017/2018
2,211408,2. část,00:40,-,31 Kamil Vohradský,8 Filip Balek,2017/2018
3,211408,2. část,09:39,-,9 Filip Fišer,16 Aleš Bambas,2017/2018
4,211408,2. část,11:08,-,17 Petr Čepelák,9 Filip Fišer,2017/2018
5,211408,3. část,05:06,-,67 Matouš Bolek,9 Filip Fišer,2017/2018
0,211427,1. část,01:40,-,48 Vladimír Hladík,77 Vladimír John,2017/2018
1,211427,1. část,02:45,-,77 Vladimír John,5 Tomáš Zíval,2017/2018
2,211427,2. část,01:06,-,77 Vladimír John,5 Tomáš Zíval,2017/2018
3,211427,2. část,07:14,PP,13 Zdeněk Ulč,48 Vladimír Hladík,2017/2018
4,211427,3. část,05:32,-,77 Vladimír John,,2017/2018
5,211427,3. část,10:38,-,48 Vladimír Hladík,25 Erik Brümmer,2017/2018
0,214987,3. část,01:18,PP,88 Lukáš Bárta,10 Jiří Havlan,2017/2018
1,214987,3. část,06:57,-,48 Petr Brabenec,88 Lukáš Bárta,2017/2018
0,214982,1. část,04:51,-,4 Martin Jurka,9 Matěj Novák,2017/2018
1,214982,2. část,02:53,-,11 David Valeš,14 Vojtěch Juran,2017/2018
2,214982,3. část,03:58,-,4 Martin Jurka,18 Zdeněk Jurka,2017/2018
0,217306,1. část,04:27,-,11 Jaroslav Skácel,15 Petr Jačka,2017/2018
1,217306,1. část,10:14,-,10 Pavel Zeman,7 Vojtěch Chytka,2017/2018
2,217306,1. část,11:47,-,4 Jaroslav Vlček,11 Jaroslav Skácel,2017/2018
3,217306,2. část,10:38,-,10 Pavel Zeman,11 Jaroslav Skácel,2017/2018
4,217306,3. část,05:10,PP,4 Jaroslav Vlček,5 František Burian,2017/2018
5,217306,3. část,07:48,-,15 Petr Jačka,11 Jaroslav Skácel,2017/2018
6,217306,3. část,08:32,-,10 Pavel Zeman,5 František Burian,2017/2018
0,222086,3. část,01:04,-,17 Jan Rotta,20 Tomáš Hájek,2018/2019
1,222086,3. část,02:32,-,20 Tomáš Hájek,8 Michal Staníček,2018/2019
2,222086,3. část,08:28,PP,16 Martin Rotta,4 Jan Egem,2018/2019
3,222086,3. část,10:23,PS,17 Jan Rotta,,2018/2019
4,222086,3. část,11:50,-,4 Jan Egem,20 Tomáš Hájek,2018/2019
0,222085,1. část,09:43,-,3 Jiří Čihák,40 Mikuláš Klíč,2018/2019
1,222085,2. část,02:06,-,3 Jiří Čihák,66 Petr Špaček,2018/2019
2,222085,2. část,05:43,-,72 Přemysl Vaněk,6 Vladimír Borůvka,2018/2019
3,222085,3. část,04:45,-,84 Čestmír Brousil,5 Antonín Klíč,2018/2019
0,225356,1. část,01:23,-,12 Robert Křikava,13 Stanislav Neubauer,2018/2019
1,225356,1. část,09:59,-,15 David Sochor,75 Petr Kasal,2018/2019
2,225356,2. část,02:05,PS,24 Ladislav Griga,,2018/2019
3,225356,3. část,04:08,PS,3 Lukáš Jirásek,,2018/2019
4,225356,3. část,04:44,-,3 Lukáš Jirásek,66 Dominik Vyštejn,2018/2019
0,225354,2. část,10:42,-,16 Radim Onderka,18 Daniel Rajtr,2018/2019
1,225354,3. část,04:17,-,16 Radim Onderka,18 Daniel Rajtr,2018/2019
0,229020,1. část,05:51,-,24 Vít Němeček,25 Tomáš Jirásek,2018/2019
1,229020,2. část,10:21,-,69 Lukáš Pyskatý,15 Tomáš Moučka,2018/2019
2,229020,3. část,07:11,-,24 Vít Němeček,32 Jan Jiroušek,2018/2019
0,229018,1. část,08:56,-,17 Lukáš Chramosil,6 David Martynek,2018/2019
1,229018,2. část,11:49,-,55 Vít Zahradník,15 Marek Šesták,2018/2019
2,229018,3. část,08:39,-,27 Zdeněk Podzemný,33 David Wurst,2018/2019
3,229018,3. část,08:57,-,6 David Martynek,17 Lukáš Chramosil,2018/2019
0,234993,1. část,07:41,-,7 Vojtěch Mičín,69 Richard Hurt,2018/2019
1,234993,2. část,02:40,-,69 Richard Hurt,7 Vojtěch Mičín,2018/2019
0,235067,3. část,02:11,-,57 Ondřej Kulka,9 Mika Huhmarniemi,2018/2019
1,235067,3. část,10:24,-,57 Ondřej Kulka,48 Petr Brabenec,2018/2019
0,237790,1. část,05:25,-,66 Petr Ježek,48 Jan Tomiška,2018/2019
1,237790,1. část,07:32,-,33 Jiří Tuček,66 Petr Ježek,2018/2019
2,237790,2. část,00:39,-,6 Zdeněk Tomek,88 Václav Vích,2018/2019
3,237790,2. část,07:43,-,66 Petr Ježek,22 Karel Trochta,2018/2019
4,237790,2. část,10:21,-,66 Petr Ježek,6 Zdeněk Tomek,2018/2019
5,237790,3. část,11:21,-,33 Jiří Tuček,22 Karel Trochta,2018/2019
0,237788,1. část,01:11,-,85 Ondřej Loška,27 David Suchánek,2018/2019
1,237788,1. část,02:51,-,15 Pavel Trampota,3 Jiří Čihák,2018/2019
2,237788,1. část,04:34,-,3 Jiří Čihák,30 Lukáš Trampota,2018/2019
3,237788,1. část,07:22,-,30 Lukáš Trampota,15 Pavel Trampota,2018/2019
4,237788,1. část,08:13,-,27 David Suchánek,85 Ondřej Loška,2018/2019
5,237788,1. část,09:31,-,27 David Suchánek,72 Přemysl Vaněk,2018/2019
6,237788,2. část,03:37,-,66 Petr Špaček,27 David Suchánek,2018/2019
7,237788,2. část,03:42,-,30 Lukáš Trampota,,2018/2019
8,237788,2. část,05:26,-,15 Pavel Trampota,40 Mikuláš Klíč,2018/2019
9,237788,2. část,06:05,-,3 Jiří Čihák,6 Vladimír Borůvka,2018/2019
10,237788,3. část,04:37,-,85 Ondřej Loška,,2018/2019
11,237788,3. část,11:45,-,30 Lukáš Trampota,15 Pavel Trampota,2018/2019
0,241681,1. část,04:28,-,88 Michal Rosí,94 Jan Hanuš,2018/2019
1,241681,1. část,04:47,-,77 Ctibor Chmelař,13 Marek Václavík,2018/2019
2,241681,2. část,07:43,PP,21 Štefan Záležák,4 Jakub Mádr,2018/2019
3,241681,3. část,05:54,-,94 Jan Hanuš,,2018/2019
4,241681,3. část,08:09,SH,77 Ctibor Chmelař,49 Filip Trousil,2018/2019
0,241680,2. část,10:53,PP,10 Teodor Kandilarov,11 Lukáš Tretera,2018/2019
1,241680,3. část,00:32,-,26 Robin Franče,8 Michael Dvořák,2018/2019
2,241680,3. část,01:23,-,14 Vojtěch Roun,6 Martin Hruška,2018/2019
3,241680,3. část,08:11,PP,8 Michael Dvořák,12 Tomáš Kaňka,2018/2019
0,244649,1. část,10:05,-,6 David Martynek,,2018/2019
1,244649,1. část,11:52,-,9 Jan Tetiva,,2018/2019
0,244647,3. část,00:45,-,20 Tomáš Hájek,76 Jakub Rokos,2018/2019
1,244647,3. část,01:50,-,16 Martin Rotta,14 Radovan Doležel,2018/2019
0,247469,3. část,07:07,-,8 Zdeněk Hromota,69 Richard Hurt,2018/2019
1,247469,3. část,07:53,-,20 Ondřej Míka,13 Vojtěch Wilham,2018/2019
0,247467,2. část,04:34,-,88 Lukáš Bárta,10 Jiří Havlan,2018/2019
1,247467,3. část,06:58,-,88 Lukáš Bárta,24 Filip Friedberger,2018/2019
0,233120,2. část,04:43,-,94 Štefan Záležák,17 Radek Mošnička,2018/2019
1,233120,2. část,07:23,-,13 Marek Václavík,17 Radek Mošnička,2018/2019
2,233120,3. část,03:30,-,94 Štefan Záležák,77 Ctibor Chmelař,2018/2019
3,233120,3. část,03:54,-,77 Ctibor Chmelař,,2018/2019
0,250974,1. část,05:17,-,22 Petr Kubuš,11 Tomáš Vlček,2018/2019
1,250974,2. část,09:50,-,11 Tomáš Vlček,22 Petr Kubuš,2018/2019
2,250974,3. část,04:21,-,72 Jakub Uhřík,3 Lukáš Jirásek,2018/2019
3,250974,3. část,09:52,PS,3 Lukáš Jirásek,,2018/2019
0,252765,1. část,11:19,-,16 Radim Onderka,,2018/2019
1,252765,3. část,05:19,PP,10 Bořek Sláma,23 Lukáš Žiga,2018/2019
2,252765,3. část,05:38,-,16 Radim Onderka,10 Bořek Sláma,2018/2019
3,252765,3. část,11:31,-,16 Radim Onderka,10 Bořek Sláma,2018/2019
0,252762,2. část,05:27,-,26 Robin Franče,8 Michael Dvořák,2018/2019
0,258459,1. část,05:47,-,22 Martin Mikšovský,13 Tomáš Pezl,2019/2020
1,258459,1. část,08:49,-,50 Jan Mitka,58 Petr Veselý,2019/2020
2,258459,1. část,09:11,-,57 Lukáš Kubík,9 Matěj Cyrin,2019/2020
3,258459,3. část,04:37,-,57 Lukáš Kubík,9 Matěj Cyrin,2019/2020
4,258459,3. část,09:22,-,50 Jan Mitka,22 Martin Mikšovský,2019/2020
5,258459,3. část,10:25,-,22 Martin Mikšovský,50 Jan Mitka,2019/2020
6,258459,3. část,10:31,-,50 Jan Mitka,22 Martin Mikšovský,2019/2020
0,258090,1. část,05:26,-,6 Jaroslav Hostin,44 Josef Světlý,2019/2020
1,258090,2. část,11:14,-,93 Josef Chvojka,76 Martin Kovář,2019/2020
2,258090,3. část,00:45,PS,44 Josef Světlý,,2019/2020
3,258090,3. část,03:00,SH,76 Martin Kovář,,2019/2020
4,258090,3. část,05:54,SH,93 Josef Chvojka,,2019/2020
5,258090,3. část,09:53,PP,44 Josef Světlý,6 Jaroslav Hostin,2019/2020
6,258090,3. část,10:56,-,93 Josef Chvojka,76 Martin Kovář,2019/2020
7,258090,3. část,11:29,-,92 Martin Blažek,76 Martin Kovář,2019/2020
0,261060,1. část,02:53,-,15 David Šnejdar,10 Adam Hudlička,2019/2020
1,261060,1. část,05:17,-,20 Tomáš Medřický,4 Filip Kolařík,2019/2020
2,261060,1. část,11:12,-,20 Tomáš Medřický,11 Miroslav Čadský,2019/2020
3,261060,2. část,02:51,-,13 Jiří Krbec,,2019/2020
4,261060,2. část,10:21,-,11 Miroslav Čadský,23 Teodor Kandilarov,2019/2020
5,261060,3. část,02:36,-,14 Marek Vlasák,13 Jiří Krbec,2019/2020
6,261060,3. část,10:49,-,20 Tomáš Medřický,14 Marek Vlasák,2019/2020
0,261055,1. část,00:19,-,71 Milan Ježek,14 Tomáš Pácal,2019/2020
1,261055,1. část,06:31,-,71 Milan Ježek,,2019/2020
2,261055,1. část,08:29,-,35 Jan Marek,40 Michal Miĺo,2019/2020
3,261055,2. část,00:33,-,14 Tomáš Pácal,21 Martin Musil,2019/2020
4,261055,2. část,09:00,-,71 Milan Ježek,35 Jan Marek,2019/2020
5,261055,3. část,08:20,SH,47 Tomáš Maršon,7 Lukáš Svoboda,2019/2020
6,261055,3. část,09:00,SH,19 Jan Urban,,2019/2020
7,261055,3. část,10:26,-,35 Jan Marek,47 Tomáš Maršon,2019/2020
8,261055,3. část,11:58,-,7 Lukáš Svoboda,47 Tomáš Maršon,2019/2020
0,263313,1. část,06:21,-,66 Adam Šmejkal,73 Radek Petrnoušek,2019/2020
1,263313,2. část,06:40,-,28 Martin Wolf,73 Radek Petrnoušek,2019/2020
2,263313,3. část,00:53,-,28 Martin Wolf,73 Radek Petrnoušek,2019/2020
3,263313,3. část,06:00,-,20 Jan Schorný,66 Adam Šmejkal,2019/2020
0,263310,1. část,02:51,SH,6 Jan Buchta,3 Pavel Doubek,2019/2020
1,263310,1. část,04:22,-,5 Jan Strnad,,2019/2020
2,263310,1. část,07:30,-,4 Martin Hovořák,2 Miroslav Purkrábek,2019/2020
3,263310,1. část,10:02,-,2 Miroslav Purkrábek,5 Jan Strnad,2019/2020
4,263310,1. část,11:59,-,5 Jan Strnad,16 Ondřej Zamazal,2019/2020
5,263310,2. část,05:02,-,6 Jan Buchta,3 Pavel Doubek,2019/2020
6,263310,2. část,08:47,-,6 Jan Buchta,5 Jan Strnad,2019/2020
7,263310,3. část,03:44,-,6 Jan Buchta,3 Pavel Doubek,2019/2020
0,267256,1. část,03:05,-,81 Tomáš Sadil,,2019/2020
1,267256,1. část,05:20,-,57 Lukáš Kubík,50 Jan Mitka,2019/2020
2,267256,1. část,05:41,-,8 Martin Šťastný,22 Martin Mikšovský,2019/2020
3,267256,2. část,01:47,-,50 Jan Mitka,2 Jakub Kvasnička,2019/2020
4,267256,2. část,02:38,-,8 Martin Šťastný,68 Matěj Čech,2019/2020
5,267256,2. část,07:00,-,57 Lukáš Kubík,81 Tomáš Sadil,2019/2020
6,267256,2. část,11:07,-,8 Martin Šťastný,4 Kamil Vacek,2019/2020
7,267256,2. část,11:54,-,81 Tomáš Sadil,57 Lukáš Kubík,2019/2020
0,267257,1. část,04:37,-,17 Jan Daněček,,2019/2020
1,267257,1. část,08:55,-,17 Jan Daněček,55 Tomáš Špinka,2019/2020
2,267257,1. část,10:04,PP,71 Matyáš Troup,16 Martin Brodík,2019/2020
3,267257,1. část,10:58,-,81 Kamil Jiránek,98 Roman Tůma,2019/2020
4,267257,2. část,01:35,-,71 Matyáš Troup,11 Pavel Němejc,2019/2020
5,267257,2. část,04:34,-,55 Tomáš Špinka,17 Jan Daněček,2019/2020
6,267257,3. část,00:39,-,66 Jan Galgonek,55 Tomáš Špinka,2019/2020
7,267257,3. část,07:08,PP,16 Martin Brodík,13 Michal Trunkát,2019/2020
8,267257,3. část,09:36,-,81 Kamil Jiránek,66 Jan Galgonek,2019/2020
9,267257,3. část,11:28,-,66 Jan Galgonek,55 Tomáš Špinka,2019/2020
0,271089,2. část,03:33,-,84 Jan Fencík,81 Jiří Sobotka,2019/2020
1,271089,2. část,11:31,-,3 Richard Iltis,4 David Hanuš,2019/2020
2,271089,3. část,01:27,-,84 Jan Fencík,,2019/2020
3,271089,3. část,03:29,-,69 Jakub Janda,,2019/2020
4,271089,3. část,08:12,-,4 David Hanuš,38 Dung Nguyen Thanh,2019/2020
0,271087,2. část,10:23,-,73 Radek Petrnoušek,10 Michal Pivoňka,2019/2020
1,271087,2. část,10:33,-,73 Radek Petrnoušek,10 Michal Pivoňka,2019/2020
2,271087,2. část,11:30,-,73 Radek Petrnoušek,10 Michal Pivoňka,2019/2020
3,271087,3. část,03:15,-,73 Radek Petrnoušek,66 Adam Šmejkal,2019/2020
0,273338,1. část,02:17,-,6 Jan Buchta,15 Vilém Svoboda,2019/2020
1,273338,1. část,08:09,-,6 Jan Buchta,7 Pavel Doubek,2019/2020
2,273338,1. část,08:41,-,3 Šimon Šlemr,4 Martin Hovořák,2019/2020
3,273338,1. část,10:49,-,2 Miroslav Purkrábek,7 Pavel Doubek,2019/2020
4,273338,2. část,02:42,-,4 Martin Hovořák,15 Vilém Svoboda,2019/2020
5,273338,2. část,04:33,-,6 Jan Buchta,4 Martin Hovořák,2019/2020
6,273338,3. část,00:31,-,6 Jan Buchta,,2019/2020
7,273338,3. část,06:10,-,6 Jan Buchta,,2019/2020
8,273338,3. část,07:37,-,20 Josef Němeček,4 Martin Hovořák,2019/2020
9,273338,3. část,09:32,-,6 Jan Buchta,7 Pavel Doubek,2019/2020
0,273335,1. část,00:45,-,3 Luboš Kučera,,2019/2020
1,273335,1. část,03:18,-,8 Tomáš Jeřábek,,2019/2020
2,273335,1. část,06:58,-,14 Roman Tauš,,2019/2020
3,273335,2. část,05:27,-,8 Tomáš Jeřábek,3 Luboš Kučera,2019/2020
4,273335,2. část,09:35,SH,3 Luboš Kučera,10 Ladislav Bartůněk,2019/2020
5,273335,2. část,10:10,-,3 Luboš Kučera,,2019/2020
0,277341,1. část,00:57,-,94 David Horák,18 Lukáš Kloc,2019/2020
1,277341,1. část,07:59,PP,91 Jindřich Smejkal,94 David Horák,2019/2020
2,277341,1. část,09:24,-,7 Petr Cícha,,2019/2020
3,277341,2. část,09:10,-,28 Petr Novák,13 Marek Vácha,2019/2020
4,277341,3. část,00:30,-,94 David Horák,13 Marek Vácha,2019/2020
5,277341,3. část,09:29,-,7 Petr Cícha,90 Tomáš Horák,2019/2020
0,277256,2. část,00:51,-,44 Josef Světlý,,2019/2020
1,277256,2. část,01:11,-,16 Ondřej Turek,6 Jaroslav Hostin,2019/2020
2,277256,2. část,07:02,-,16 Ondřej Turek,77 Josef Chvojka,2019/2020
3,277256,3. část,00:59,-,77 Josef Chvojka,,2019/2020
4,277256,3. část,06:02,-,16 Ondřej Turek,77 Josef Chvojka,2019/2020
0,284092,1. část,03:48,-,6 Kryštof Kadlec,13 Ondřej Šlechta,2020/2021
1,284092,1. část,10:37,-,88 Lukáš Kloc,,2020/2021
2,284092,1. část,11:00,-,13 Ondřej Šlechta,,2020/2021
3,284092,2. část,11:35,-,3 Marek Vácha,22 Šimon Mlynář,2020/2021
0,284095,1. část,03:27,-,22 Marek Střída,99 Lukáš Jiran,2020/2021
1,284095,1. část,05:16,-,11 David Valeš,5 Luboš Jindřich,2020/2021
2,284095,1. část,07:31,PS,22 Marek Střída,,2020/2021
3,284095,2. část,01:24,-,69 Tomáš Prokop,5 Luboš Jindřich,2020/2021
4,284095,3. část,05:53,-,9 Josef Liška,22 Marek Střída,2020/2021
5,284095,3. část,11:56,-,22 Marek Střída,4 Martin Jurka,2020/2021
0,288076,2. část,00:35,-,66 Adam Šmejkal,20 Jaroslav Šusta,2020/2021
1,288076,2. část,07:24,SH,99 Vít Souček,,2020/2021
2,288076,3. část,08:18,-,99 Vít Souček,16 Jan Hruška,2020/2021
0,288074,2. část,01:50,-,12 Vojta Zmrzlík,55 Vítězslav Matěj,2020/2021
1,288074,2. část,02:59,-,96 Jan Štědrý,23 Jiří Čaputa,2020/2021
2,288074,3. část,00:58,-,55 Vítězslav Matěj,78 Roman Eder,2020/2021
3,288074,3. část,01:56,-,96 Jan Štědrý,23 Jiří Čaputa,2020/2021
4,288074,3. část,05:10,-,12 Vojta Zmrzlík,78 Roman Eder,2020/2021
0,294736,1. část,04:20,-,48 František Štiller,20 Stanislav Prokop,2021/2022
1,294736,1. část,07:48,-,48 František Štiller,21 Jiří Polívka,2021/2022
2,294736,2. část,05:32,-,21 Jiří Polívka,14 Tomáš Leipner,2021/2022
3,294736,2. část,06:40,-,21 Jiří Polívka,14 Tomáš Leipner,2021/2022
4,294736,2. část,07:17,-,14 Tomáš Leipner,69 Tomáš Pichner,2021/2022
5,294736,2. část,10:38,-,21 Jiří Polívka,69 Tomáš Pichner,2021/2022
6,294736,3. část,07:48,-,20 Stanislav Prokop,22 Jaroslav Macík,2021/2022
7,294736,3. část,08:53,-,26 Jakub Drexler,20 Stanislav Prokop,2021/2022
8,294736,3. část,09:07,-,22 Jaroslav Macík,26 Jakub Drexler,2021/2022
9,294736,3. část,09:19,-,69 Tomáš Pichner,14 Tomáš Leipner,2021/2022
10,294736,3. část,11:21,-,13 Filip Švojgr,14 Tomáš Leipner,2021/2022
0,294733,1. část,09:47,-,89 Tomáš Prchal,9 Pavel Hušák,2021/2022
1,294733,2. část,04:27,-,8 Jan Helešic,89 Tomáš Prchal,2021/2022
2,294733,2. část,10:14,-,89 Tomáš Prchal,9 Pavel Hušák,2021/2022
3,294733,2. část,11:14,-,15 Jan Marek,51 Michal Šmíd,2021/2022
4,294733,2. část,11:39,-,29 Jiří Bareš,,2021/2022
5,294733,3. část,10:24,SH,89 Tomáš Prchal,9 Pavel Hušák,2021/2022
0,296888,1. část,02:40,-,69 Richard Hurt,29 Zdeněk Fryš,2021/2022
1,296888,1. část,09:09,-,3 Štěpán Merta,82 Marek Beran,2021/2022
2,296888,1. část,10:41,SH,3 Štěpán Merta,,2021/2022
3,296888,3. část,07:07,-,26 Jindřich Hanousek,17 Jakub Kolanda,2021/2022
4,296888,3. část,11:41,EN,99 Marek Makovička,,2021/2022
0,298364,1. část,01:25,-,88 Martin Pokorný,7 Jan Buchta,2021/2022
1,298364,1. část,02:39,-,8 Miroslav Purkrábek,7 Jan Buchta,2021/2022
2,298364,1. část,06:36,-,10 Josef Němeček,7 Jan Buchta,2021/2022
3,298364,1. část,10:26,-,10 Josef Němeček,7 Jan Buchta,2021/2022
4,298364,2. část,01:00,-,10 Josef Němeček,7 Jan Buchta,2021/2022
5,298364,2. část,01:04,-,7 Jan Buchta,88 Martin Pokorný,2021/2022
6,298364,2. část,06:23,-,7 Jan Buchta,,2021/2022
0,300089,1. část,10:50,-,14 Adam Hruška,80 Petr Burian,2021/2022
1,300089,2. část,05:42,-,19 Tomáš Ureš,80 Petr Burian,2021/2022
2,300089,2. část,06:21,-,96 Jakub Šoch,12 Jan Vaňous,2021/2022
3,300089,2. část,06:47,-,96 Jakub Šoch,80 Petr Burian,2021/2022
4,300089,3. část,01:19,-,19 Tomáš Ureš,,2021/2022
5,300089,3. část,02:14,-,19 Tomáš Ureš,80 Petr Burian,2021/2022
6,300089,3. část,10:06,-,19 Tomáš Ureš,,2021/2022
0,302009,1. část,09:50,-,24 Pavel Šusta,,2021/2022
1,302009,2. část,03:16,-,24 Pavel Šusta,87 Josef Vlček,2021/2022
2,302009,2. část,07:38,-,89 Jakub Valchář,87 Josef Vlček,2021/2022
3,302009,2. část,10:42,-,11 Tomáš Furch,8 David Andr,2021/2022
4,302009,2. část,10:53,-,11 Tomáš Furch,87 Josef Vlček,2021/2022
5,302009,2. část,11:42,-,8 David Andr,87 Josef Vlček,2021/2022
6,302009,3. část,11:45,-,89 Jakub Valchář,11 Tomáš Furch,2021/2022
0,304774,3. část,06:13,-,6 Pavel Procházka,34 Lukáš Hron,2021/2022
0,304777,1. část,03:37,-,67 Pavel Pulec,,2021/2022
1,304777,2. část,03:10,-,69 Tomáš Pichner,13 Filip Švojgr,2021/2022
2,304777,2. část,07:29,PS,20 Stanislav Prokop,,2021/2022
3,304777,2. část,10:53,-,20 Stanislav Prokop,26 Jakub Drexler,2021/2022
4,304777,3. část,05:20,-,20 Stanislav Prokop,,2021/2022
5,304777,3. část,07:54,-,26 Jakub Drexler,20 Stanislav Prokop,2021/2022
0,308696,2. část,02:09,-,13 Lukáš Průcha,7 Jan Jirovský,2021/2022
1,308696,3. část,04:10,-,24 Petr Kantulák,7 Jan Jirovský,2021/2022
2,308696,3. část,04:45,PS,24 Petr Kantulák,,2021/2022
0,308719,1. část,00:10,-,7 Ondřej Kuchař,19 Jan Buchta,2021/2022
1,308719,1. část,03:01,-,19 Jan Buchta,13 Jiří Polák,2021/2022
2,308719,1. část,06:48,-,7 Ondřej Kuchař,19 Jan Buchta,2021/2022
3,308719,2. část,06:11,-,7 Ondřej Kuchař,19 Jan Buchta,2021/2022
4,308719,3. část,00:53,-,7 Ondřej Kuchař,21 Jaromír Votruba,2021/2022
5,308719,3. část,04:34,-,21 Jaromír Votruba,10 Josef Němeček,2021/2022
6,308719,3. část,08:34,-,7 Ondřej Kuchař,,2021/2022
7,308719,3. část,11:56,EN,19 Jan Buchta,21 Jaromír Votruba,2021/2022
0,311041,1. část,03:19,-,14 Karel Gottwald,8 Lubomír Nebuška,2021/2022
1,311041,2. část,11:00,PP,8 Lubomír Nebuška,29 Jaroslav Šusta,2021/2022
2,311041,2. část,11:57,-,66 Šimon Hřebecký,10 Jakub Horáček,2021/2022
3,311041,3. část,03:34,-,8 Lubomír Nebuška,29 Jaroslav Šusta,2021/2022
4,311041,3. část,05:23,-,8 Lubomír Nebuška,11 Ondřej Zíka,2021/2022
5,311041,3. část,06:04,PP,5 Jan Vočko,66 Šimon Hřebecký,2021/2022
0,311043,1. část,01:39,-,14 Adam Hruška,80 Petr Burian,2021/2022
1,311043,1. část,03:05,-,88 Daniel Stříhavka,64 Štěpán Křeček,2021/2022
2,311043,1. část,08:37,-,80 Petr Burian,26 David Hácha,2021/2022
3,311043,1. část,11:36,-,16 Petr Hácha,96 Jakub Šoch,2021/2022
4,311043,2. část,04:21,-,2 Roman Urbář,64 Štěpán Křeček,2021/2022
5,311043,2. část,04:52,-,26 David Hácha,14 Adam Hruška,2021/2022
6,311043,2. část,10:04,PP,96 Jakub Šoch,64 Štěpán Křeček,2021/2022
7,311043,2. část,11:31,-,2 Roman Urbář,80 Petr Burian,2021/2022
8,311043,3. část,10:06,PP,26 David Hácha,88 Daniel Stříhavka,2021/2022
9,311043,3. část,10:42,-,14 Adam Hruška,,2021/2022
0,316158,1. část,01:26,-,8 Radoslav Hasaj,12 Miroslav Kožušník,2021/2022
1,316158,2. část,05:54,-,33 Tomáš Lesňák,,2021/2022
2,316158,2. část,07:28,-,19 Jan Kuchař,12 Miroslav Kožušník,2021/2022
3,316158,2. část,09:25,-,3 Norbert Hink,25 Jakub Kožar,2021/2022
4,316158,2. část,09:30,-,12 Miroslav Kožušník,33 Tomáš Lesňák,2021/2022
5,316158,2. část,10:24,-,19 Jan Kuchař,33 Tomáš Lesňák,2021/2022
6,316158,2. část,11:59,-,97 Tomáš Bořkovec,19 Jan Kuchař,2021/2022
0,316363,1. část,00:48,-,69 Richard Hurt,20 Ondřej Míka,2021/2022
1,316363,2. část,00:40,-,99 Marek Makovička,25 Štěpán Merta,2021/2022
2,316363,2. část,01:19,-,29 Zdeněk Fryš,20 Ondřej Míka,2021/2022
3,316363,2. část,01:48,-,16 Vojtěch Ptáček,,2021/2022
