,Id,Period,Time,Type,Goal,Assist,Season
0,77839,1. část,06:48,-,17 Jan Vrba,,2012/2013
1,77839,1. část,08:04,-,16 Vojtěch Paul,17 Jan Vrba,2012/2013
2,77839,2. část,02:42,-,5 Evžen Teringl,17 Jan Vrba,2012/2013
3,77839,2. část,02:50,-,5 Evžen Teringl,18 Tomáš Kadlec,2012/2013
4,77839,2. část,05:39,-,17 Jan Vrba,10 Jaroslav Šimek,2012/2013
5,77839,2. část,07:44,-,9 Vladimír Drnec,17 Jan Vrba,2012/2013
6,77839,3. část,10:28,-,17 Jan Vrba,10 Jaroslav Šimek,2012/2013
0,79499,2. část,06:22,-,8 Jiří Dohnal,69 Václav Skála,2012/2013
1,79499,3. část,05:06,-,4 Martin Švehla,10 Karel Trnobranský,2012/2013
2,79499,3. část,09:54,PP,69 Václav Skála,4 Martin Švehla,2012/2013
0,79497,2. část,02:20,-,55 Radim Špejra,,2012/2013
0,80013,1. část,06:10,-,22 Daniel Lerch,79 Jakub Trmota,2012/2013
1,80013,2. část,02:31,-,10 Martin Tomek,22 Daniel Lerch,2012/2013
2,80013,2. část,05:10,-,10 Martin Tomek,79 Jakub Trmota,2012/2013
3,80013,2. část,06:17,-,15 Jan Klesnil,7 Radek Hosnedl,2012/2013
0,83399,1. část,03:34,-,10 Jakub Lukavský,18 Dušan Valo,2013/2014
1,83399,1. část,04:29,-,81 Jiří Vašák,,2013/2014
2,83399,2. část,09:54,-,81 Jiří Vašák,18 Dušan Valo,2013/2014
3,83399,2. část,10:08,-,18 Dušan Valo,11 Antonín Spal,2013/2014
4,83399,3. část,00:55,-,4 Jonáš Farář,10 Jakub Lukavský,2013/2014
5,83399,3. část,02:18,-,18 Dušan Valo,81 Jiří Vašák,2013/2014
6,83399,3. část,06:08,PS,12 Milan Kubík,,2013/2014
0,83412,1. část,00:17,-,68 Jiří Břeh,4 Martin Oliva,2013/2014
1,83412,3. část,03:57,-,68 Jiří Břeh,4 Martin Oliva,2013/2014
2,83412,3. část,04:10,-,7 Lubomír Mrazík,,2013/2014
3,83412,3. část,09:45,PS,5 Stanislav Heřman,,2013/2014
0,84452,1. část,04:57,-,88 Jan Pilař,57 Jakub Milion,2013/2014
1,84452,2. část,07:57,-,9 Ondřej Rabiňák,57 Jakub Milion,2013/2014
2,84452,3. část,08:14,-,81 Milan Kouba,66 Jan Turek,2013/2014
0,84460,1. část,02:00,-,9 Bořek Sláma,13 Jan Vítkovský,2013/2014
1,84460,1. část,06:03,-,6 Josef Kardoš,25 Pavel Špirit,2013/2014
2,84460,1. část,07:28,PP,96 Jiří Svoboda,9 Bořek Sláma,2013/2014
0,87600,2. část,09:30,-,6 David Havlík,85 Marek Michálek,2013/2014
1,87600,3. část,02:42,-,48 Jan Keresteš,71 Radek Sunkovský,2013/2014
0,87604,1. část,06:39,-,97 Jakub Šedina,,2013/2014
1,87604,2. část,10:39,-,31 Michal Tripes,,2013/2014
2,87604,3. část,03:05,-,31 Michal Tripes,9 Jindřich Bareš,2013/2014
3,87604,3. část,05:08,-,31 Michal Tripes,9 Jindřich Bareš,2013/2014
4,87604,3. část,09:56,-,97 Jakub Šedina,9 Jindřich Bareš,2013/2014
0,88227,3. část,05:05,-,28 Libor Vilímec,27 Michal Myšík,2013/2014
1,88227,3. část,08:47,PP,15 Michal Kocour,3 Václav Kvita,2013/2014
0,88234,1. část,10:29,PP,41 Daniel Škvor,,2013/2014
1,88234,2. část,08:35,-,18 Štěpán Hanzl,,2013/2014
0,91900,1. část,07:30,-,9 Tomáš Balcar,23 Filip Kraus,2013/2014
1,91900,2. část,02:02,-,26 Martin Čermák,,2013/2014
2,91900,2. část,07:56,-,10 Lukáš Bokr,15 Petr Umlauf,2013/2014
0,91905,2. část,05:04,-,15 Jan Hrušovský,,2013/2014
1,91905,2. část,06:36,-,7 Filip Podstavka,22 Petr Kubuš,2013/2014
2,91905,3. část,01:49,-,22 Petr Kubuš,15 Jan Hrušovský,2013/2014
0,95454,1. část,05:52,-,23 Ivan Darebný,18 Richard Černý,2013/2014
1,95454,2. část,05:38,-,18 Richard Černý,9 Jan Rambousek,2013/2014
2,95454,2. část,10:58,-,18 Richard Černý,8 Daniel Tuček,2013/2014
3,95454,2. část,11:24,-,13 Jan Šimon,10 Daniel Masopust,2013/2014
0,95459,2. část,04:19,-,77 Martin Chýle,94 Petr Chýle,2013/2014
0,95507,1. část,05:06,-,18 Dušan Valo,81 Jiří Vašák,2013/2014
1,95507,1. část,06:18,-,18 Dušan Valo,55 Peter Sopko,2013/2014
2,95507,1. část,09:05,PP,81 Jiří Vašák,10 Jakub Lukavský,2013/2014
3,95507,2. část,03:58,-,3 Dominik Kebrle,88 Martin Kameš,2013/2014
4,95507,2. část,09:48,-,18 Dušan Valo,88 Martin Kameš,2013/2014
5,95507,2. část,11:31,-,88 Martin Kameš,10 Jakub Lukavský,2013/2014
6,95507,2. část,11:53,-,88 Martin Kameš,8 Vojtěch Plecitý,2013/2014
7,95507,3. část,03:53,-,81 Jiří Vašák,18 Dušan Valo,2013/2014
0,95526,1. část,02:58,-,72 Martin Kostřica,18 Štěpán Hanzl,2013/2014
1,95526,1. část,05:59,-,18 Štěpán Hanzl,11 Martin Šáda,2013/2014
2,95526,2. část,06:13,-,18 Štěpán Hanzl,73 Martin Denk,2013/2014
3,95526,3. část,02:24,-,17 Matěj Lubenský,27 Jaroslav Janoušek,2013/2014
4,95526,3. část,04:30,-,34 Pavel Dvořák,,2013/2014
5,95526,3. část,09:13,-,18 Štěpán Hanzl,11 Martin Šáda,2013/2014
6,95526,3. část,11:22,-,17 Matěj Lubenský,27 Jaroslav Janoušek,2013/2014
0,98495,1. část,06:03,-,10 Daniel Masopust,77 David Šmatlák,2013/2014
1,98495,2. část,05:17,-,71 Marek Stýblo,10 Daniel Masopust,2013/2014
2,98495,3. část,01:02,-,13 Jan Šimon,3 Jan Kosina,2013/2014
3,98495,3. část,05:16,-,20 Jakub Huml,3 Jan Kosina,2013/2014
4,98495,3. část,09:56,-,3 Jan Kosina,17 Ondřej Svoboda,2013/2014
0,101360,1. část,04:07,-,42 Štěpán Pavelka,10 Zdeněk Burian,2013/2014
1,101360,3. část,03:23,OG,4 Jakub Mádr,,2013/2014
2,101360,3. část,11:31,-,3 Václav Kvita,42 Štěpán Pavelka,2013/2014
0,101363,1. část,01:55,-,99 Jan Komenda,68 Jan Mičko,2013/2014
1,101363,1. část,05:34,-,68 Jan Mičko,73 Jan Vrba,2013/2014
2,101363,2. část,08:41,-,99 Jan Komenda,68 Jan Mičko,2013/2014
3,101363,2. část,09:15,-,99 Jan Komenda,,2013/2014
4,101363,3. část,02:05,-,11 Jiří Svoboda,47 Jakub Ksandr,2013/2014
5,101363,3. část,03:14,-,68 Jan Mičko,21 Jaroslav Rendla,2013/2014
6,101363,3. část,04:02,-,47 Jakub Ksandr,11 Jiří Svoboda,2013/2014
7,101363,3. část,09:52,-,25 Pavel Špirit,68 Jan Mičko,2013/2014
0,102043,1. část,08:18,-,17 Petr Madzura,,2013/2014
0,102037,3. část,04:24,-,94 Petr Chýle,,2013/2014
0,106305,1. část,05:11,-,7 Matěj Richter,16 Zdeněk Konečný,2014/2015
1,106305,1. část,09:03,-,84 Vítězslav Novák,9 Filip Dolejší,2014/2015
2,106305,1. část,09:20,-,9 Filip Dolejší,7 Matěj Richter,2014/2015
3,106305,1. část,10:06,-,3 Jiří Rafaj,11 Ladislav Jelen,2014/2015
4,106305,2. část,11:14,-,84 Vítězslav Novák,5 David Kozlík,2014/2015
0,107925,1. část,03:42,PP,7 Lukáš Brynda,89 Ondřej Hrdlička,2014/2015
1,107925,1. část,10:20,-,7 Lukáš Brynda,10 Karel Libert,2014/2015
2,107925,1. část,11:18,-,18 Michal Plzák,89 Ondřej Hrdlička,2014/2015
3,107925,2. část,02:01,-,30 Marek Šmolík,18 Michal Plzák,2014/2015
4,107925,2. část,07:08,-,30 Marek Šmolík,18 Michal Plzák,2014/2015
5,107925,3. část,07:34,-,11 Jakub Řehoř,13 Jakub Krtička,2014/2015
6,107925,3. část,09:41,-,23 Ondřej Jaroš,30 Marek Šmolík,2014/2015
7,107925,3. část,09:53,-,89 Ondřej Hrdlička,11 Jakub Řehoř,2014/2015
0,107938,1. část,05:00,-,17 Petr Káda,,2014/2015
1,107938,2. část,02:57,-,8 Tomáš Kružík,89 Filip Šejvl,2014/2015
0,109356,1. část,01:44,-,21 Jiří Polívka,20 Stanislav Prokop,2014/2015
1,109356,2. část,01:54,-,20 Stanislav Prokop,22 Jaroslav Macík,2014/2015
2,109356,3. část,00:21,-,22 Jaroslav Macík,20 Stanislav Prokop,2014/2015
3,109356,3. část,08:56,-,21 Jiří Polívka,20 Stanislav Prokop,2014/2015
0,109353,1. část,09:28,-,72 Jan Baloun,79 Pavel Steigerwald,2014/2015
1,109353,2. část,11:57,PS,19 Bohuslav Novák,,2014/2015
0,111025,1. část,00:30,-,4 Pavel Žďárský,,2014/2015
1,111025,1. část,10:03,-,77 Richard Ťoupek,13 Jakub Polívka,2014/2015
2,111025,2. část,03:59,PP,19 Filip Pacan,4 Pavel Žďárský,2014/2015
3,111025,2. část,11:46,-,19 Filip Pacan,4 Pavel Žďárský,2014/2015
4,111025,3. část,04:41,-,17 Jakub Květoň,71 Petr Žďárský,2014/2015
5,111025,3. část,05:04,-,4 Pavel Žďárský,17 Jakub Květoň,2014/2015
6,111025,3. část,09:08,-,21 David Roušal,19 Filip Pacan,2014/2015
7,111025,3. část,10:37,-,4 Pavel Žďárský,17 Jakub Květoň,2014/2015
0,111027,2. část,01:14,-,11 Pavel Kolář,26 Lukáš Putyra,2014/2015
1,111027,3. část,01:04,-,69 Adam Líbal,14 Daniel Orolín,2014/2015
2,111027,3. část,03:58,PP,69 Adam Líbal,10 Pavel Křiklan,2014/2015
0,113887,1. část,03:05,-,84 Vítězslav Novák,9 Filip Dolejší,2014/2015
1,113887,1. část,04:14,-,3 Jiří Rafaj,11 Ladislav Jelen,2014/2015
2,113887,1. část,05:47,-,4 Jan Protiva,16 Zdeněk Konečný,2014/2015
3,113887,1. část,06:40,-,10 Michal Štěpánek,33 Jiří Budil,2014/2015
4,113887,2. část,10:10,-,9 Filip Dolejší,16 Zdeněk Konečný,2014/2015
5,113887,2. část,10:48,-,11 Ladislav Jelen,9 Filip Dolejší,2014/2015
6,113887,3. část,02:31,PP,10 Michal Štěpánek,11 Ladislav Jelen,2014/2015
7,113887,3. část,06:10,-,11 Ladislav Jelen,3 Jiří Rafaj,2014/2015
0,113892,2. část,00:22,-,72 Josef Němeček,9 Martin Hovořák,2014/2015
1,113892,2. část,09:26,-,17 Jan Šíp,72 Josef Němeček,2014/2015
2,113892,2. část,11:33,-,2 Michal Kymlička,9 Martin Hovořák,2014/2015
0,115955,1. část,02:41,-,78 Roman Eder,21 Petr Novák,2014/2015
1,115955,1. část,08:35,-,98 Matěj Soukup,78 Roman Eder,2014/2015
2,115955,2. část,02:47,-,79 Pavel Steigerwald,27 Dung Nguyen Thanh,2014/2015
3,115955,2. část,08:37,-,78 Roman Eder,4 Vladimír Jambor,2014/2015
4,115955,3. část,00:37,-,4 Vladimír Jambor,21 Petr Novák,2014/2015
0,116088,1. část,00:53,-,22 Jaroslav Macík,9 Stanislav Bořek,2014/2015
1,116088,2. část,02:11,-,13 Filip Švojgr,29 Jakub Hříbal,2014/2015
2,116088,2. část,08:39,-,21 Jiří Polívka,9 Stanislav Bořek,2014/2015
3,116088,2. část,09:00,-,45 Robert Hahn,69 Tomáš Pichner,2014/2015
4,116088,2. část,10:58,-,21 Jiří Polívka,20 Stanislav Prokop,2014/2015
5,116088,3. část,00:27,-,22 Jaroslav Macík,20 Stanislav Prokop,2014/2015
6,116088,3. část,08:21,-,20 Stanislav Prokop,22 Jaroslav Macík,2014/2015
7,116088,3. část,09:01,-,69 Tomáš Pichner,13 Filip Švojgr,2014/2015
8,116088,3. část,09:08,-,22 Jaroslav Macík,48 František Štiller,2014/2015
9,116088,3. část,09:55,-,21 Jiří Polívka,22 Jaroslav Macík,2014/2015
0,119728,1. část,11:00,-,72 Josef Němeček,77 Vilém Svoboda,2014/2015
1,119728,2. část,04:59,-,17 Jan Šíp,77 Vilém Svoboda,2014/2015
0,119733,1. část,10:20,-,19 Jan Vítek,6 Matěj Turek,2014/2015
0,120429,1. část,04:07,-,27 Jakub Šach,11 Martin Tučný,2014/2015
1,120429,1. část,04:52,-,17 Jakub Květoň,19 Filip Pacan,2014/2015
2,120429,2. část,05:55,-,17 Jakub Květoň,21 David Roušal,2014/2015
3,120429,2. část,06:19,-,71 Petr Žďárský,19 Filip Pacan,2014/2015
4,120429,2. část,10:44,-,19 Filip Pacan,17 Jakub Květoň,2014/2015
5,120429,3. část,08:44,-,19 Filip Pacan,21 David Roušal,2014/2015
6,120429,3. část,11:30,-,19 Filip Pacan,17 Jakub Květoň,2014/2015
0,120431,1. část,04:44,-,17 Radek Mencl,13 Aleš Zahálka,2014/2015
1,120431,1. část,06:55,SH,9 Miloslav Zapletal,,2014/2015
2,120431,2. část,03:40,-,9 Miloslav Zapletal,,2014/2015
3,120431,2. část,07:04,-,11 Josef Kurka,9 Miloslav Zapletal,2014/2015
4,120431,2. část,08:12,-,9 Miloslav Zapletal,,2014/2015
5,120431,3. část,10:57,PP,11 Josef Kurka,10 Lukáš Lhotský,2014/2015
6,120431,3. část,11:16,-,11 Josef Kurka,13 Aleš Zahálka,2014/2015
0,125857,1. část,00:30,-,14 Daniel Orolín,69 Adam Líbal,2014/2015
1,125857,2. část,00:29,-,14 Daniel Orolín,69 Adam Líbal,2014/2015
2,125857,2. část,02:23,-,98 Jakub Císař,14 Daniel Orolín,2014/2015
3,125857,2. část,02:56,PP,8 Vladimír Havlíček,14 Daniel Orolín,2014/2015
4,125857,2. část,06:24,-,14 Daniel Orolín,69 Adam Líbal,2014/2015
5,125857,2. část,06:56,-,26 Lukáš Putyra,8 Vladimír Havlíček,2014/2015
6,125857,3. část,05:12,-,98 Jakub Císař,69 Adam Líbal,2014/2015
7,125857,3. část,06:50,PP,14 Daniel Orolín,21 Josef Spurný,2014/2015
0,125859,1. část,00:42,-,30 Marek Šmolík,23 Ondřej Jaroš,2014/2015
1,125859,1. část,10:00,-,30 Marek Šmolík,23 Ondřej Jaroš,2014/2015
2,125859,2. část,02:03,PP,23 Ondřej Jaroš,7 Lukáš Brynda,2014/2015
3,125859,2. část,04:14,-,23 Ondřej Jaroš,69 Jonáš Křepelka,2014/2015
4,125859,2. část,04:58,-,23 Ondřej Jaroš,69 Jonáš Křepelka,2014/2015
5,125859,3. část,07:31,PS,89 Ondřej Hrdlička,,2014/2015
6,125859,3. část,08:29,-,23 Ondřej Jaroš,69 Jonáš Křepelka,2014/2015
7,125859,3. část,10:25,-,23 Ondřej Jaroš,30 Marek Šmolík,2014/2015
8,125859,3. část,10:47,-,30 Marek Šmolík,23 Ondřej Jaroš,2014/2015
9,125859,3. část,11:40,-,89 Ondřej Hrdlička,18 Michal Plzák,2014/2015
0,127351,3. část,09:27,-,8 Miroslav Šteffl,17 Radek Mencl,2014/2015
0,127354,1. část,09:41,-,12 Milan Černil,6 Matěj Turek,2014/2015
1,127354,2. část,03:01,PP,16 Jakub Rok,6 Matěj Turek,2014/2015
2,127354,3. část,09:42,-,20 Jan Sobotka,10 Jan Krejčí,2014/2015
3,127354,3. část,10:52,-,8 Michal Vališ,16 Jakub Rok,2014/2015
0,130050,1. část,01:10,-,20 Jan Šotola,7 Patrik Čeliš,2015/2016
0,130052,1. část,07:17,-,8 Pavel Knol,3 Michal Filippi,2015/2016
1,130052,1. část,08:28,-,15 Michal Trnavský,31 Jiří Šutta,2015/2016
2,130052,3. část,03:45,-,66 Richard Lučan,15 Michal Trnavský,2015/2016
3,130052,3. část,05:13,-,23 Vojtěch Bludský,3 Michal Filippi,2015/2016
4,130052,3. část,05:44,-,8 Pavel Knol,23 Vojtěch Bludský,2015/2016
0,132892,1. část,06:27,-,7 Jiří Schwarz,14 Jakub Jedlička,2015/2016
1,132892,1. část,11:48,-,7 Jiří Schwarz,14 Jakub Jedlička,2015/2016
2,132892,2. část,03:04,-,10 Pavel Netolický,6 Petr Baťa,2015/2016
3,132892,2. část,09:27,-,7 Jiří Schwarz,,2015/2016
4,132892,3. část,10:33,PP,9 Pavel Janeček,11 Jan Dušek,2015/2016
0,132901,1. část,10:42,-,13 Jakub Marčiny,69 Jan Čížek,2015/2016
0,134348,1. část,00:18,-,91 Svatopluk Hybš,,2015/2016
1,134348,1. část,00:26,-,21 Adam Hlaváček,62 Martin Janský,2015/2016
2,134348,2. část,00:47,-,91 Svatopluk Hybš,28 Vladimír Štván,2015/2016
3,134348,2. část,06:26,-,91 Svatopluk Hybš,87 Ondřej Kraus,2015/2016
4,134348,2. část,09:20,-,91 Svatopluk Hybš,28 Vladimír Štván,2015/2016
5,134348,2. část,10:29,-,87 Ondřej Kraus,62 Martin Janský,2015/2016
6,134348,3. část,01:29,-,28 Vladimír Štván,91 Svatopluk Hybš,2015/2016
7,134348,3. část,02:09,-,62 Martin Janský,28 Vladimír Štván,2015/2016
8,134348,3. část,08:29,-,91 Svatopluk Hybš,87 Ondřej Kraus,2015/2016
0,134351,1. část,05:42,-,29 Jan Čížek,69 Adam Líbal,2015/2016
1,134351,1. část,09:04,-,10 Tomáš Solar,29 Jan Čížek,2015/2016
2,134351,3. část,00:22,-,21 Josef Spurný,,2015/2016
3,134351,3. část,04:56,-,69 Adam Líbal,98 Jakub Císař,2015/2016
0,137002,1. část,05:36,-,22 Vladimír Červinka,26 František Jantač,2015/2016
0,137005,1. část,02:27,PS,11 Boleslav Kytka,,2015/2016
1,137005,1. část,06:13,-,11 Boleslav Kytka,18 Filip Horák,2015/2016
2,137005,2. část,04:10,-,99 Michal Zitko,44 Martin Wolf,2015/2016
3,137005,2. část,09:14,-,48 Ondřej Kadaník,23 Adam Kešeľák,2015/2016
4,137005,3. část,06:03,-,48 Ondřej Kadaník,23 Adam Kešeľák,2015/2016
0,144401,1. část,04:08,-,91 Svatopluk Hybš,87 Ondřej Kraus,2015/2016
1,144401,1. část,05:27,PP,87 Ondřej Kraus,91 Svatopluk Hybš,2015/2016
2,144401,1. část,11:50,-,91 Svatopluk Hybš,87 Ondřej Kraus,2015/2016
3,144401,2. část,00:46,-,87 Ondřej Kraus,62 Martin Janský,2015/2016
4,144401,2. část,06:27,-,87 Ondřej Kraus,3 Jiří Kolář,2015/2016
5,144401,2. část,08:11,-,62 Martin Janský,3 Jiří Kolář,2015/2016
6,144401,2. část,08:34,-,28 Vladimír Štván,87 Ondřej Kraus,2015/2016
7,144401,2. část,10:43,-,91 Svatopluk Hybš,87 Ondřej Kraus,2015/2016
8,144401,2. část,11:18,-,91 Svatopluk Hybš,28 Vladimír Štván,2015/2016
9,144401,3. část,02:29,-,62 Martin Janský,91 Svatopluk Hybš,2015/2016
10,144401,3. část,03:34,SH,87 Ondřej Kraus,91 Svatopluk Hybš,2015/2016
11,144401,3. část,05:24,-,28 Vladimír Štván,62 Martin Janský,2015/2016
12,144401,3. část,07:07,PP,87 Ondřej Kraus,91 Svatopluk Hybš,2015/2016
13,144401,3. část,07:44,-,87 Ondřej Kraus,62 Martin Janský,2015/2016
14,144401,3. část,07:55,-,91 Svatopluk Hybš,87 Ondřej Kraus,2015/2016
15,144401,3. část,08:19,-,91 Svatopluk Hybš,87 Ondřej Kraus,2015/2016
16,144401,3. část,09:23,-,62 Martin Janský,87 Ondřej Kraus,2015/2016
17,144401,3. část,11:10,-,62 Martin Janský,91 Svatopluk Hybš,2015/2016
0,144406,1. část,09:30,-,23 Vojtěch Bludský,8 Pavel Knol,2015/2016
1,144406,1. část,11:26,-,8 Pavel Knol,22 Zdeněk Sadílek,2015/2016
2,144406,3. část,06:41,-,15 Michal Trnavský,,2015/2016
0,145415,1. část,04:23,-,97 Miroslav Zrno,43 Miloš Vojtíšek,2015/2016
1,145415,1. část,06:11,-,89 Marcel Cikánek,40 Patrik Houštecký,2015/2016
2,145415,2. část,03:21,-,26 David Lukáš,43 Miloš Vojtíšek,2015/2016
3,145415,2. část,05:44,-,26 David Lukáš,58 Zbyněk Chmúra,2015/2016
4,145415,3. část,00:13,-,77 Patrik Mareš,45 Michal Koukl,2015/2016
5,145415,3. část,08:34,-,26 David Lukáš,89 Marcel Cikánek,2015/2016
6,145415,3. část,08:57,-,45 Michal Koukl,77 Patrik Mareš,2015/2016
0,145420,1. část,06:45,-,10 Daniel Koleška,91 Zdeňek Chlupáč,2015/2016
1,145420,1. část,11:19,-,9 Jakub Dvořák,4 Ondřej Novotný,2015/2016
2,145420,2. část,01:17,-,7 Martin Jirka,,2015/2016
3,145420,2. část,11:42,-,9 Jakub Dvořák,16 Vilém Kubáč,2015/2016
4,145420,3. část,04:56,-,9 Jakub Dvořák,8 Miroslav Korous,2015/2016
5,145420,3. část,07:53,-,9 Jakub Dvořák,91 Zdeňek Chlupáč,2015/2016
6,145420,3. část,08:38,-,12 Zdeněk Podzemný,21 Ondřej Šašek,2015/2016
7,145420,3. část,09:53,-,91 Zdeňek Chlupáč,10 Daniel Koleška,2015/2016
8,145420,3. část,10:26,-,8 Miroslav Korous,4 Ondřej Novotný,2015/2016
9,145420,3. část,11:13,-,5 David Wurst,7 Martin Jirka,2015/2016
10,145420,3. část,11:29,-,12 Zdeněk Podzemný,8 Miroslav Korous,2015/2016
0,150361,1. část,00:55,-,14 Jan Kareš,4 Martin Blahník,2015/2016
1,150361,1. část,06:13,PP,5 Jan Dojčiak,12 Jan Mašín,2015/2016
2,150361,1. část,08:33,-,4 Martin Blahník,9 Pavel Janeček,2015/2016
3,150361,2. část,09:24,-,14 Jan Kareš,4 Martin Blahník,2015/2016
4,150361,3. část,07:16,-,8 Štěpán Bochníček,14 Jan Kareš,2015/2016
5,150361,3. část,09:37,-,16 Marek Reithar,13 Michal Hruška,2015/2016
6,150361,3. část,10:09,-,14 Jan Kareš,4 Martin Blahník,2015/2016
7,150361,3. část,11:59,-,12 Jan Mašín,16 Marek Reithar,2015/2016
0,150367,1. část,01:40,-,9 Jakub Dvořák,4 Ondřej Novotný,2015/2016
1,150367,1. část,09:30,-,10 Martin Kulma,12 Zdeněk Podzemný,2015/2016
2,150367,1. část,10:04,-,11 Vilém Kubáč,8 Miroslav Korous,2015/2016
3,150367,2. část,01:27,-,11 Vilém Kubáč,9 Jakub Dvořák,2015/2016
4,150367,2. část,10:36,-,4 Ondřej Novotný,10 Martin Kulma,2015/2016
5,150367,3. část,06:42,-,11 Vilém Kubáč,9 Jakub Dvořák,2015/2016
6,150367,3. část,08:45,-,91 Zdeňek Chlupáč,,2015/2016
0,151930,1. část,05:19,-,64 Tomáš Bárta,23 Adam Kešeľák,2015/2016
1,151930,1. část,07:43,-,14 Jakub Pecha,4 Gustav Ondrejčík,2015/2016
2,151930,1. část,10:32,-,3 Petr Blažej,14 Jakub Pecha,2015/2016
3,151930,2. část,05:26,-,14 Jakub Pecha,34 Aleš Stavjaňa,2015/2016
4,151930,2. část,06:42,-,23 Adam Kešeľák,43 Jakub Vrzák,2015/2016
0,151965,1. část,10:31,-,15 Daniel Dupkala,11 Michal Řehák,2015/2016
1,151965,3. část,05:32,-,21 Adam Chuděj,19 Filip Slavík,2015/2016
0,154870,1. část,11:53,-,29 Jan Čížek,69 Adam Líbal,2015/2016
1,154870,2. část,02:06,-,29 Jan Čížek,69 Adam Líbal,2015/2016
2,154870,2. část,02:48,-,93 Petr Votava,26 Lukáš Putyra,2015/2016
3,154870,2. část,06:27,-,98 Jakub Císař,8 Vladimír Havlíček,2015/2016
4,154870,2. část,09:59,-,98 Jakub Císař,69 Adam Líbal,2015/2016
5,154870,3. část,11:26,EN,29 Jan Čížek,,2015/2016
0,154873,1. část,09:26,PP,45 Michal Koukl,66 Tomáš Pícha,2015/2016
1,154873,1. část,10:07,-,40 Patrik Houštecký,97 Miroslav Zrno,2015/2016
2,154873,1. část,11:02,-,66 Tomáš Pícha,45 Michal Koukl,2015/2016
3,154873,2. část,07:46,PP,46 Martin Strnad,9 Martin Jaeger,2015/2016
4,154873,3. část,07:22,PP,71 Luboš Příkop,66 Tomáš Pícha,2015/2016
0,158141,2. část,07:40,-,93 Michal Čermák,7 Tomáš Dlouhý,2016/2017
1,158141,2. část,08:13,-,83 Petr Hejda,16 Lukáš Pichner,2016/2017
2,158141,2. část,10:32,-,66 Lukáš Müller,16 Lukáš Pichner,2016/2017
0,158158,1. část,05:11,-,32 Jiří Müller,17 Jiří Novák,2016/2017
1,158158,2. část,00:56,-,96 David Musil,13 Michal Zeman,2016/2017
2,158158,2. část,02:31,-,26 Daniel Kvěch,96 David Musil,2016/2017
3,158158,2. část,11:37,-,26 Daniel Kvěch,96 David Musil,2016/2017
4,158158,2. část,11:59,PS,96 David Musil,,2016/2017
0,160699,1. část,10:48,-,16 David Laho,99 Jiří Houžvička,2016/2017
0,160702,1. část,08:29,-,99 Oldřich Pilecký,35 Petr Ježek,2016/2017
1,160702,3. část,07:47,-,36 Miroslav Šíp,43 Jakub Vrzák,2016/2017
0,165178,1. část,10:58,-,9 Jakub Klement,7 Martin Bukovič,2016/2017
1,165178,3. část,07:55,-,97 Ondřej Zeman,1 Josef Kopecký,2016/2017
0,165181,1. část,09:39,-,9 Pavel Hušák,51 Michal Šmíd,2016/2017
0,167705,1. část,04:10,-,86 Luboš Berka,24 Martin Balák,2016/2017
1,167705,1. část,10:40,-,44 Richard Filikar,3 Kryštof Kocot,2016/2017
2,167705,2. část,02:14,-,23 Jakub Havlík,44 Richard Filikar,2016/2017
3,167705,3. část,10:47,EN,63 Dominik Korolus,47 Petr Benedikt,2016/2017
0,167707,1. část,02:02,-,8 Jindřich Hašek,33 Antonín Krudenc,2016/2017
1,167707,1. část,03:53,-,8 Jindřich Hašek,33 Antonín Krudenc,2016/2017
2,167707,2. část,02:11,-,7 David Ranš,11 Michael Tichý,2016/2017
3,167707,2. část,03:51,-,33 Antonín Krudenc,8 Jindřich Hašek,2016/2017
4,167707,2. část,05:00,-,98 Jakub Sládek,7 David Ranš,2016/2017
5,167707,2. část,09:11,PP,8 Jindřich Hašek,26 Tomáš Pažout,2016/2017
6,167707,2. část,09:53,PP,33 Antonín Krudenc,22 Jan Flaška,2016/2017
7,167707,2. část,10:59,PP,98 Jakub Sládek,7 David Ranš,2016/2017
0,170887,1. část,02:34,-,12 Jan Paulovič,68 Pavel Kohout,2016/2017
1,170887,2. část,05:38,-,91 Michal Kuruc,3 Jan Prušák,2016/2017
2,170887,3. část,00:54,-,2 Petr Kohout,68 Pavel Kohout,2016/2017
3,170887,3. část,02:13,-,11 David Haring,3 Jan Prušák,2016/2017
4,170887,3. část,04:03,-,11 David Haring,91 Michal Kuruc,2016/2017
5,170887,3. část,07:36,-,68 Pavel Kohout,2 Petr Kohout,2016/2017
0,170890,1. část,04:13,-,73 Kryštof Hoch,97 Ondřej Zeman,2016/2017
1,170890,1. část,08:00,-,17 Jakub Hruška,97 Ondřej Zeman,2016/2017
2,170890,2. část,02:10,-,17 Jakub Hruška,97 Ondřej Zeman,2016/2017
3,170890,3. část,11:37,PP,15 Vojtěch Brávek,11 Filip Terč,2016/2017
0,173014,1. část,02:53,-,28 Jakub Malý,99 Oldřich Pilecký,2016/2017
1,173014,1. část,09:36,-,18 Petr Vavřík,43 Jakub Vrzák,2016/2017
2,173014,2. část,06:00,-,36 Miroslav Šíp,43 Jakub Vrzák,2016/2017
3,173014,2. část,08:03,-,36 Miroslav Šíp,43 Jakub Vrzák,2016/2017
4,173014,2. část,11:15,-,99 Oldřich Pilecký,46 Lukáš Frydrych,2016/2017
5,173014,3. část,06:02,SH,99 Oldřich Pilecký,,2016/2017
