,Id,Period,Time,Type,Goal,Assist,Season
3,79499,3. část,04:28,-,22 Jakub Nováček,49 Filip Trousil,2012/2013
4,79499,3. část,06:04,-,13 Jakub Majerčin,7 Miloš Zapadlo,2012/2013
5,79499,3. část,09:32,-,22 Jakub Nováček,5 Ladislav Tyll,2012/2013
6,79499,3. část,10:26,-,5 Ladislav Tyll,21 Štěpán Trousil,2012/2013
0,79497,2. část,03:23,-,77 Ctibor Chmelař,7 Miloš Zapadlo,2012/2013
1,79497,3. část,04:11,-,77 Ctibor Chmelař,,2012/2013
2,79497,3. část,08:39,-,86 Zdeněk Karásek,,2012/2013
0,80013,1. část,09:54,-,77 Ctibor Chmelař,21 Štěpán Trousil,2012/2013
0,83412,1. část,00:50,-,77 Ctibor Chmelař,48 Roman Žampach,2013/2014
1,83412,3. část,11:28,-,21 Štěpán Trousil,5 Ladislav Tyll,2013/2014
0,84452,2. část,00:27,-,17 Karel Pernica,3 Martin Elišák,2013/2014
1,84452,2. část,05:55,PS,17 Karel Pernica,,2013/2014
2,84452,3. část,09:10,-,17 Karel Pernica,7 Miloš Zapadlo,2013/2014
0,84460,1. část,10:50,PP,5 Ladislav Tyll,7 Miloš Zapadlo,2013/2014
1,84460,2. část,07:12,-,21 Štěpán Trousil,7 Miloš Zapadlo,2013/2014
2,84460,3. část,02:32,-,77 Ctibor Chmelař,78 Zdeněk Máčel,2013/2014
0,87600,1. část,11:47,-,77 Ctibor Chmelař,4 Jakub Mádr,2013/2014
1,87600,3. část,02:53,-,7 Miloš Zapadlo,21 Štěpán Trousil,2013/2014
0,87604,3. část,04:34,-,86 Zdeněk Karásek,4 Jakub Mádr,2013/2014
1,87604,3. část,07:58,-,5 Ladislav Tyll,48 Roman Žampach,2013/2014
0,88227,1. část,05:14,-,22 Jakub Nováček,5 Ladislav Tyll,2013/2014
1,88227,1. část,10:18,-,5 Ladislav Tyll,22 Jakub Nováček,2013/2014
2,88227,3. část,06:02,-,77 Ctibor Chmelař,,2013/2014
0,88234,1. část,02:12,-,77 Ctibor Chmelař,7 Miloš Zapadlo,2013/2014
1,88234,1. část,08:46,-,7 Miloš Zapadlo,49 Filip Trousil,2013/2014
2,88234,2. část,11:44,-,3 Martin Elišák,22 Jakub Nováček,2013/2014
3,88234,3. část,07:08,-,21 Štěpán Trousil,7 Miloš Zapadlo,2013/2014
0,91900,2. část,01:20,-,7 Miloš Zapadlo,77 Ctibor Chmelař,2013/2014
1,91900,2. část,09:30,-,77 Ctibor Chmelař,22 Jakub Nováček,2013/2014
0,91905,1. část,06:33,-,77 Ctibor Chmelař,3 Martin Elišák,2013/2014
1,91905,1. část,11:03,PS,7 Miloš Zapadlo,,2013/2014
2,91905,2. část,03:57,-,77 Ctibor Chmelař,49 Filip Trousil,2013/2014
3,91905,3. část,03:00,-,5 Ladislav Tyll,21 Štěpán Trousil,2013/2014
4,91905,3. část,04:39,-,86 Zdeněk Karásek,5 Ladislav Tyll,2013/2014
0,95454,2. část,03:47,PP,77 Ctibor Chmelař,21 Štěpán Trousil,2013/2014
1,95454,2. část,03:58,-,5 Ladislav Tyll,22 Jakub Nováček,2013/2014
0,95459,1. část,04:04,-,48 Roman Žampach,21 Štěpán Trousil,2013/2014
1,95459,2. část,06:14,-,21 Štěpán Trousil,7 Miloš Zapadlo,2013/2014
2,95459,2. část,07:24,-,3 Martin Elišák,22 Jakub Nováček,2013/2014
3,95459,3. část,11:28,-,77 Ctibor Chmelař,6 Michal Rosí,2013/2014
0,95526,2. část,08:21,-,21 Štěpán Trousil,77 Ctibor Chmelař,2013/2014
1,95526,3. část,08:55,-,77 Ctibor Chmelař,8 Filip Weber,2013/2014
0,98495,1. část,02:02,-,21 Štěpán Trousil,49 Filip Trousil,2013/2014
1,98495,1. část,05:04,-,17 Karel Pernica,21 Štěpán Trousil,2013/2014
2,98495,1. část,10:42,-,7 Miloš Zapadlo,12 Adam Bardún,2013/2014
3,98495,2. část,08:10,-,21 Štěpán Trousil,86 Zdeněk Karásek,2013/2014
4,98495,3. část,06:43,-,8 Filip Weber,77 Ctibor Chmelař,2013/2014
0,101360,2. část,11:56,-,21 Štěpán Trousil,7 Miloš Zapadlo,2013/2014
1,101360,3. část,00:19,-,15 Michal Rosí,,2013/2014
2,101360,3. část,02:44,-,7 Miloš Zapadlo,,2013/2014
0,101363,1. část,00:20,-,21 Štěpán Trousil,77 Ctibor Chmelař,2013/2014
1,101363,1. část,06:01,-,7 Miloš Zapadlo,21 Štěpán Trousil,2013/2014
2,101363,1. část,07:47,-,15 Michal Rosí,17 Karel Pernica,2013/2014
3,101363,3. část,08:41,SH,9 Jakub Majerčin,7 Miloš Zapadlo,2013/2014
4,101363,3. část,10:31,PP,21 Štěpán Trousil,17 Karel Pernica,2013/2014
0,102043,2. část,11:31,PP,48 Roman Žampach,7 Miloš Zapadlo,2013/2014
1,102043,3. část,11:15,-,7 Miloš Zapadlo,8 Filip Weber,2013/2014
0,102037,2. část,03:13,-,77 Ctibor Chmelař,21 Štěpán Trousil,2013/2014
1,102037,2. část,04:15,-,6 Michal Rosí,5 Ladislav Tyll,2013/2014
2,102037,3. část,06:14,-,77 Ctibor Chmelař,8 Filip Weber,2013/2014
3,102037,3. část,06:40,-,48 Roman Žampach,17 Karel Pernica,2013/2014
4,102037,3. část,10:08,-,17 Karel Pernica,8 Filip Weber,2013/2014
0,106305,1. část,02:28,-,6 Michal Rosí,5 Ladislav Tyll,2014/2015
1,106305,1. část,06:44,PP,7 Miloš Zapadlo,3 Martin Elišák,2014/2015
2,106305,1. část,06:56,-,6 Michal Rosí,48 Roman Žampach,2014/2015
3,106305,1. část,07:35,-,4 Jakub Mádr,6 Michal Rosí,2014/2015
4,106305,2. část,05:33,-,21 Štěpán Trousil,49 Filip Trousil,2014/2015
0,106307,1. část,07:16,-,5 Ladislav Tyll,49 Filip Trousil,2014/2015
1,106307,2. část,08:43,-,7 Miloš Zapadlo,77 Ctibor Chmelař,2014/2015
2,106307,3. část,00:24,PP,18 Jakub Hruška,8 Filip Weber,2014/2015
3,106307,3. část,09:55,PP,7 Miloš Zapadlo,49 Filip Trousil,2014/2015
0,107938,2. část,00:41,-,7 Miloš Zapadlo,86 Zdeněk Karásek,2014/2015
1,107938,2. část,05:47,-,8 Filip Weber,22 Jakub Nováček,2014/2015
2,107938,3. část,04:31,-,22 Jakub Nováček,,2014/2015
0,109353,1. část,09:49,-,6 Michal Rosí,,2014/2015
1,109353,2. část,03:28,PS,6 Michal Rosí,,2014/2015
2,109353,3. část,02:44,PP,7 Miloš Zapadlo,77 Ctibor Chmelař,2014/2015
3,109353,3. část,04:08,-,6 Michal Rosí,8 Filip Weber,2014/2015
4,109353,3. část,07:42,-,77 Ctibor Chmelař,,2014/2015
0,111025,2. část,05:45,-,21 Štěpán Trousil,7 Miloš Zapadlo,2014/2015
1,111025,3. část,07:59,-,21 Štěpán Trousil,77 Ctibor Chmelař,2014/2015
0,111027,1. část,11:07,-,77 Ctibor Chmelař,21 Štěpán Trousil,2014/2015
1,111027,2. část,02:54,PS,6 Michal Rosí,,2014/2015
2,111027,2. část,06:59,-,18 Jakub Hruška,6 Michal Rosí,2014/2015
3,111027,2. část,08:06,-,7 Miloš Zapadlo,,2014/2015
4,111027,3. část,04:42,-,77 Ctibor Chmelař,7 Miloš Zapadlo,2014/2015
0,113887,3. část,06:59,-,7 Miloš Zapadlo,21 Štěpán Trousil,2014/2015
0,113892,1. část,04:52,-,6 Michal Rosí,18 Jakub Hruška,2014/2015
1,113892,3. část,05:12,-,21 Štěpán Trousil,,2014/2015
0,115955,1. část,07:27,-,6 Michal Rosí,,2014/2015
1,115955,2. část,04:47,-,5 Ladislav Tyll,,2014/2015
2,115955,2. část,04:58,-,21 Štěpán Trousil,7 Miloš Zapadlo,2014/2015
3,115955,3. část,03:25,-,5 Ladislav Tyll,6 Michal Rosí,2014/2015
4,115955,3. část,11:58,-,7 Miloš Zapadlo,8 Filip Weber,2014/2015
0,116088,3. část,06:39,-,6 Michal Rosí,5 Ladislav Tyll,2014/2015
1,116088,3. část,08:28,-,6 Michal Rosí,4 Jakub Mádr,2014/2015
0,120429,2. část,00:50,-,78 Zdeněk Máčel,3 Martin Elišák,2014/2015
1,120429,2. část,07:18,-,6 Michal Rosí,21 Štěpán Trousil,2014/2015
0,120431,3. část,09:11,PP,6 Michal Rosí,5 Ladislav Tyll,2014/2015
0,125857,2. část,08:34,PP,48 Roman Žampach,7 Miloš Zapadlo,2014/2015
1,125857,3. část,09:00,PS,77 Ctibor Chmelař,,2014/2015
0,125859,1. část,04:40,-,5 Ladislav Tyll,49 Filip Trousil,2014/2015
1,125859,2. část,10:18,-,21 Štěpán Trousil,7 Miloš Zapadlo,2014/2015
2,125859,3. část,09:53,-,22 Jakub Nováček,5 Ladislav Tyll,2014/2015
0,127351,1. část,04:08,-,6 Michal Rosí,5 Ladislav Tyll,2014/2015
1,127351,3. část,04:43,-,6 Michal Rosí,21 Štěpán Trousil,2014/2015
0,127354,3. část,00:14,-,5 Ladislav Tyll,,2014/2015
0,130050,1. část,03:07,-,6 Michal Rosí,49 Filip Trousil,2015/2016
1,130050,3. část,11:02,-,6 Michal Rosí,48 Roman Žampach,2015/2016
0,130052,2. část,02:05,-,11 Marek Václavík,6 Michal Rosí,2015/2016
1,130052,2. část,08:02,-,7 Miloš Zapadlo,21 Štěpán Trousil,2015/2016
2,130052,3. část,06:15,-,71 Jakub Edr,12 Adam Bardún,2015/2016
3,130052,3. část,08:24,-,21 Štěpán Trousil,7 Miloš Zapadlo,2015/2016
0,132892,3. část,01:24,-,88 Michal Rosí,10 Miloš Zapadlo,2015/2016
0,132901,1. část,11:06,-,8 Filip Weber,88 Michal Rosí,2015/2016
1,132901,3. část,03:26,-,8 Filip Weber,10 Miloš Zapadlo,2015/2016
2,132901,3. část,06:38,-,21 Štěpán Trousil,14 Roman Žampach,2015/2016
0,134348,1. část,07:18,-,87 Jakub Edr,88 Michal Rosí,2015/2016
1,134348,2. část,01:13,-,88 Michal Rosí,4 Jakub Mádr,2015/2016
2,134348,2. část,03:18,-,88 Michal Rosí,87 Jakub Edr,2015/2016
3,134348,2. část,08:49,-,88 Michal Rosí,8 Filip Weber,2015/2016
0,134351,1. část,02:59,-,88 Michal Rosí,87 Jakub Edr,2015/2016
1,134351,1. část,04:46,-,10 Miloš Zapadlo,14 Roman Žampach,2015/2016
2,134351,2. část,00:18,OG,33 Viktor Filip,,2015/2016
0,137002,3. část,05:49,-,10 Miloš Zapadlo,21 Štěpán Trousil,2015/2016
1,137002,3. část,09:06,-,87 Jakub Edr,13 Marek Václavík,2015/2016
0,144401,2. část,04:57,PP,10 Miloš Zapadlo,11 Martin Elišák,2015/2016
0,144406,2. část,10:36,-,77 Ctibor Chmelař,22 Jakub Nováček,2015/2016
1,144406,2. část,11:35,-,14 Roman Žampach,21 Štěpán Trousil,2015/2016
0,145420,1. část,03:28,-,87 Jakub Edr,14 Roman Žampach,2015/2016
1,145420,2. část,00:37,-,21 Štěpán Trousil,,2015/2016
0,150361,2. část,06:58,PP,13 Marek Václavík,88 Michal Rosí,2015/2016
1,150361,3. část,03:47,-,13 Marek Václavík,22 Jakub Nováček,2015/2016
0,150367,2. část,00:42,-,8 Filip Weber,10 Miloš Zapadlo,2015/2016
0,151930,3. část,02:54,-,77 Ctibor Chmelař,10 Miloš Zapadlo,2015/2016
1,151930,3. část,05:37,-,17 Radek Mošnička,11 Martin Elišák,2015/2016
0,151965,1. část,02:45,-,88 Michal Rosí,10 Miloš Zapadlo,2015/2016
1,151965,1. část,03:53,-,19 Marek Václavík,11 Martin Elišák,2015/2016
2,151965,1. část,09:18,SH,88 Michal Rosí,10 Miloš Zapadlo,2015/2016
3,151965,2. část,05:37,-,10 Miloš Zapadlo,21 Štěpán Trousil,2015/2016
4,151965,2. část,11:09,-,10 Miloš Zapadlo,88 Michal Rosí,2015/2016
5,151965,3. část,05:30,-,77 Ctibor Chmelař,14 Roman Žampach,2015/2016
0,154870,1. část,04:16,-,88 Michal Rosí,49 Filip Trousil,2015/2016
1,154870,2. část,04:43,-,88 Michal Rosí,10 Miloš Zapadlo,2015/2016
2,154870,2. část,06:17,-,10 Miloš Zapadlo,77 Ctibor Chmelař,2015/2016
0,154873,1. část,03:16,-,10 Miloš Zapadlo,14 Roman Žampach,2015/2016
1,154873,2. část,00:32,-,10 Miloš Zapadlo,77 Ctibor Chmelař,2015/2016
2,154873,2. část,11:04,PP,10 Miloš Zapadlo,88 Michal Rosí,2015/2016
3,154873,3. část,07:47,-,10 Miloš Zapadlo,14 Roman Žampach,2015/2016
4,154873,3. část,10:38,-,77 Ctibor Chmelař,10 Miloš Zapadlo,2015/2016
0,158141,1. část,03:48,-,86 Zdeněk Karásek,13 Marek Václavík,2016/2017
1,158141,1. část,04:38,-,77 Ctibor Chmelař,14 Roman Žampach,2016/2017
2,158141,3. část,03:58,-,77 Ctibor Chmelař,21 Štěpán Trousil,2016/2017
0,158158,1. část,00:26,-,77 Ctibor Chmelař,,2016/2017
1,158158,1. část,04:14,-,22 Jakub Nováček,13 Marek Václavík,2016/2017
2,158158,2. část,05:51,-,14 Roman Žampach,,2016/2017
0,160699,2. část,05:11,-,88 Michal Rosí,14 Roman Žampach,2016/2017
1,160699,3. část,11:40,PP,21 Štěpán Trousil,88 Michal Rosí,2016/2017
0,160702,1. část,11:30,-,11 Martin Elišák,8 Filip Weber,2016/2017
1,160702,2. část,06:35,-,11 Martin Elišák,88 Michal Rosí,2016/2017
2,160702,2. část,11:59,-,13 Marek Václavík,21 Štěpán Trousil,2016/2017
0,165178,1. část,09:47,-,10 Miloš Zapadlo,14 Roman Žampach,2016/2017
1,165178,2. část,04:56,-,77 Ctibor Chmelař,87 Jakub Edr,2016/2017
2,165178,3. část,04:00,-,77 Ctibor Chmelař,12 Adam Bardún,2016/2017
0,165181,2. část,11:08,-,88 Michal Rosí,11 Martin Elišák,2016/2017
0,167705,1. část,03:50,-,13 Marek Václavík,88 Michal Rosí,2016/2017
1,167705,1. část,06:50,-,13 Marek Václavík,77 Ctibor Chmelař,2016/2017
2,167705,3. část,11:32,-,10 Miloš Zapadlo,88 Michal Rosí,2016/2017
0,167707,1. část,03:07,PP,88 Michal Rosí,11 Martin Elišák,2016/2017
1,167707,3. část,04:01,-,88 Michal Rosí,8 Filip Weber,2016/2017
2,167707,3. část,11:53,-,8 Filip Weber,77 Ctibor Chmelař,2016/2017
0,170887,2. část,01:40,-,10 Miloš Zapadlo,48 Filip Trousil,2016/2017
1,170887,3. část,04:55,-,21 Štěpán Trousil,14 Roman Žampach,2016/2017
2,170887,3. část,07:54,-,21 Štěpán Trousil,10 Miloš Zapadlo,2016/2017
0,170890,1. část,03:27,-,77 Ctibor Chmelař,11 Martin Elišák,2016/2017
1,170890,1. část,10:46,PP,86 Zdeněk Karásek,8 Filip Weber,2016/2017
2,170890,2. část,08:31,-,88 Michal Rosí,86 Zdeněk Karásek,2016/2017
3,170890,3. část,06:09,-,86 Zdeněk Karásek,17 Radek Mošnička,2016/2017
4,170890,3. část,11:55,PP,10 Miloš Zapadlo,86 Zdeněk Karásek,2016/2017
0,173014,2. část,08:43,-,22 Jakub Nováček,49 Filip Trousil,2016/2017
1,173014,2. část,09:03,-,10 Miloš Zapadlo,14 Roman Žampach,2016/2017
0,173022,1. část,02:59,PS,10 Miloš Zapadlo,,2016/2017
1,173022,2. část,04:51,-,10 Miloš Zapadlo,77 Ctibor Chmelař,2016/2017
2,173022,2. část,06:01,-,10 Miloš Zapadlo,86 Zdeněk Karásek,2016/2017
3,173022,2. část,07:04,-,22 Jakub Nováček,88 Michal Rosí,2016/2017
4,173022,2. část,10:33,-,88 Michal Rosí,49 Filip Trousil,2016/2017
5,173022,3. část,05:10,-,10 Miloš Zapadlo,86 Zdeněk Karásek,2016/2017
6,173022,3. část,11:57,EN,88 Michal Rosí,22 Jakub Nováček,2016/2017
0,177660,1. část,07:59,-,88 Michal Rosí,49 Filip Trousil,2016/2017
1,177660,3. část,09:40,-,17 Radek Mošnička,10 Miloš Zapadlo,2016/2017
0,177076,1. část,02:00,-,87 Jakub Edr,10 Miloš Zapadlo,2016/2017
1,177076,3. část,03:39,-,17 Radek Mošnička,13 Marek Václavík,2016/2017
0,178896,1. část,05:16,-,13 Marek Václavík,77 Ctibor Chmelař,2016/2017
0,181137,1. část,09:29,-,77 Ctibor Chmelař,10 Miloš Zapadlo,2016/2017
1,181137,2. část,02:04,SH,88 Michal Rosí,10 Miloš Zapadlo,2016/2017
2,181137,2. část,06:54,-,13 Marek Václavík,22 Jakub Nováček,2016/2017
3,181137,2. část,07:51,-,10 Miloš Zapadlo,77 Ctibor Chmelař,2016/2017
4,181137,3. část,01:08,SH,17 Radek Mošnička,10 Miloš Zapadlo,2016/2017
5,181137,3. část,02:45,-,22 Jakub Nováček,88 Michal Rosí,2016/2017
0,181141,2. část,03:13,-,14 Roman Žampach,22 Jakub Nováček,2016/2017
0,184420,1. část,08:28,-,22 Jakub Nováček,10 Miloš Zapadlo,2016/2017
1,184420,1. část,10:46,-,22 Jakub Nováček,14 Roman Žampach,2016/2017
2,184420,2. část,07:13,-,88 Michal Rosí,8 Filip Weber,2016/2017
3,184420,2. část,09:13,-,77 Ctibor Chmelař,14 Roman Žampach,2016/2017
4,184420,3. část,09:27,-,88 Michal Rosí,77 Ctibor Chmelař,2016/2017
0,184422,1. část,08:13,-,77 Ctibor Chmelař,4 Jakub Mádr,2016/2017
1,184422,3. část,04:48,-,22 Jakub Nováček,10 Miloš Zapadlo,2016/2017
2,184422,3. část,05:05,-,88 Michal Rosí,4 Jakub Mádr,2016/2017
3,184422,3. část,10:22,-,10 Miloš Zapadlo,14 Roman Žampach,2016/2017
0,188166,1. část,06:48,-,88 Michal Rosí,49 Filip Trousil,2017/2018
1,188166,2. část,06:40,-,77 Ctibor Chmelař,8 Filip Weber,2017/2018
2,188166,2. část,07:47,-,11 Martin Elišák,10 Miloš Zapadlo,2017/2018
3,188166,2. část,08:03,-,94 Pavel Trbušek,,2017/2018
4,188166,3. část,01:00,-,88 Michal Rosí,4 Jakub Mádr,2017/2018
5,188166,3. část,04:23,-,13 Marek Václavík,4 Jakub Mádr,2017/2018
6,188166,3. část,05:21,-,77 Ctibor Chmelař,14 Roman Žampach,2017/2018
0,188172,2. část,05:17,-,17 Radek Mošnička,13 Marek Václavík,2017/2018
1,188172,3. část,10:06,-,88 Michal Rosí,11 Martin Elišák,2017/2018
0,189796,1. část,06:48,-,77 Ctibor Chmelař,14 Roman Žampach,2017/2018
1,189796,2. část,11:03,-,61 Pavel Trbušek,14 Roman Žampach,2017/2018
2,189796,3. část,04:20,-,77 Ctibor Chmelař,49 Filip Trousil,2017/2018
0,189799,1. část,11:48,-,11 Martin Elišák,14 Roman Žampach,2017/2018
1,189799,2. část,03:11,-,11 Martin Elišák,13 Marek Václavík,2017/2018
0,190317,3. část,04:36,-,88 Michal Rosí,,2017/2018
0,190321,1. část,02:51,-,77 Ctibor Chmelař,,2017/2018
1,190321,1. část,09:38,-,87 Jakub Edr,22 Jakub Nováček,2017/2018
2,190321,2. část,09:00,-,13 Marek Václavík,51 Pavel Trbušek,2017/2018
3,190321,2. část,11:49,-,77 Ctibor Chmelař,,2017/2018
0,196450,2. část,04:21,-,21 Štěpán Trousil,4 Jakub Mádr,2017/2018
1,196450,3. část,01:08,-,21 Štěpán Trousil,49 Filip Trousil,2017/2018
0,196944,1. část,08:41,-,21 Štěpán Trousil,,2017/2018
1,196944,3. část,00:07,-,21 Štěpán Trousil,14 Roman Žampach,2017/2018
2,196944,3. část,11:47,-,77 Ctibor Chmelař,14 Roman Žampach,2017/2018
0,198727,3. část,06:54,-,77 Ctibor Chmelař,21 Štěpán Trousil,2017/2018
0,198731,1. část,01:03,-,77 Ctibor Chmelař,,2017/2018
1,198731,1. část,07:10,-,77 Ctibor Chmelař,12 Adam Bardún,2017/2018
2,198731,2. část,00:35,-,12 Adam Bardún,,2017/2018
3,198731,2. část,01:57,-,77 Ctibor Chmelař,49 Filip Trousil,2017/2018
0,202161,2. část,02:12,-,77 Ctibor Chmelař,,2017/2018
1,202161,2. část,05:52,-,77 Ctibor Chmelař,,2017/2018
2,202161,2. část,08:51,-,77 Ctibor Chmelař,22 Jakub Nováček,2017/2018
3,202161,3. část,01:16,-,77 Ctibor Chmelař,49 Filip Trousil,2017/2018
4,202161,3. část,02:57,-,17 Radek Mošnička,88 Michal Rosí,2017/2018
5,202161,3. část,05:32,-,13 Marek Václavík,,2017/2018
6,202161,3. část,09:25,-,22 Jakub Nováček,17 Radek Mošnička,2017/2018
0,207535,2. část,06:07,-,22 Jakub Nováček,88 Michal Rosí,2017/2018
0,207533,1. část,11:25,-,14 Roman Žampach,,2017/2018
1,207533,3. část,03:11,-,11 Martin Elišák,77 Ctibor Chmelař,2017/2018
0,213224,2. část,04:01,-,88 Michal Rosí,8 Filip Weber,2017/2018
1,213224,2. část,07:22,-,13 Marek Václavík,,2017/2018
0,215894,2. část,00:46,-,77 Ctibor Chmelař,,2017/2018
1,215894,3. část,07:36,-,77 Ctibor Chmelař,12 Adam Bardún,2017/2018
0,215892,1. část,02:58,-,77 Ctibor Chmelař,61 Pavel Trbušek,2017/2018
1,215892,3. část,04:03,PP,88 Michal Rosí,13 Marek Václavík,2017/2018
0,217372,2. část,07:01,-,77 Ctibor Chmelař,49 Filip Trousil,2017/2018
1,217372,3. část,10:02,-,77 Ctibor Chmelař,,2017/2018
0,222022,1. část,03:07,-,88 Michal Rosí,22 Jakub Nováček,2018/2019
1,222022,1. část,08:43,-,77 Ctibor Chmelař,,2018/2019
2,222022,2. část,09:19,-,22 Jakub Nováček,4 Jakub Mádr,2018/2019
3,222022,3. část,11:11,-,22 Jakub Nováček,88 Michal Rosí,2018/2019
0,222084,1. část,05:59,-,88 Michal Rosí,4 Jakub Mádr,2018/2019
1,222084,2. část,03:24,-,13 Marek Václavík,77 Ctibor Chmelař,2018/2019
2,222084,2. část,07:35,SH,14 Roman Žampach,,2018/2019
3,222084,2. část,09:41,-,14 Roman Žampach,22 Jakub Nováček,2018/2019
4,222084,3. část,00:26,-,14 Roman Žampach,,2018/2019
0,225350,2. část,10:41,-,77 Ctibor Chmelař,87 Jakub Edr,2018/2019
1,225350,3. část,00:57,-,88 Michal Rosí,61 Pavel Trbušek,2018/2019
2,225350,3. část,06:38,SH,61 Pavel Trbušek,88 Michal Rosí,2018/2019
3,225350,3. část,11:52,-,88 Michal Rosí,77 Ctibor Chmelař,2018/2019
0,225349,1. část,10:07,-,61 Pavel Trbušek,,2018/2019
1,225349,2. část,05:37,-,88 Michal Rosí,77 Ctibor Chmelař,2018/2019
2,225349,3. část,00:31,-,77 Ctibor Chmelař,,2018/2019
3,225349,3. část,01:13,-,88 Michal Rosí,49 Filip Trousil,2018/2019
4,225349,3. část,11:08,-,13 Marek Václavík,88 Michal Rosí,2018/2019
0,229025,1. část,10:36,-,88 Michal Rosí,17 Radek Mošnička,2018/2019
1,229025,2. část,00:58,-,77 Ctibor Chmelař,10 Miloš Zapadlo,2018/2019
2,229025,2. část,08:00,PP,77 Ctibor Chmelař,,2018/2019
0,229022,1. část,05:14,-,77 Ctibor Chmelař,10 Miloš Zapadlo,2018/2019
1,229022,3. část,03:11,-,88 Michal Rosí,77 Ctibor Chmelař,2018/2019
2,229022,3. část,10:57,-,88 Michal Rosí,10 Miloš Zapadlo,2018/2019
3,229022,3. část,11:50,-,13 Marek Václavík,88 Michal Rosí,2018/2019
0,229429,1. část,09:25,-,17 Radek Mošnička,88 Michal Rosí,2018/2019
1,229429,3. část,02:47,-,88 Michal Rosí,4 Jakub Mádr,2018/2019
2,229429,3. část,11:57,EN,61 Pavel Trbušek,,2018/2019
0,232669,1. část,00:16,PP,77 Ctibor Chmelař,4 Jakub Mádr,2018/2019
0,235066,1. část,01:48,-,13 Marek Václavík,77 Ctibor Chmelař,2018/2019
1,235066,3. část,02:10,-,22 Jakub Nováček,4 Jakub Mádr,2018/2019
2,235066,3. část,03:05,-,12 Adam Bardún,77 Ctibor Chmelař,2018/2019
0,235062,1. část,11:20,-,17 Radek Mošnička,12 Adam Bardún,2018/2019
1,235062,2. část,11:10,PP,8 Filip Weber,14 Roman Žampach,2018/2019
2,235062,3. část,00:28,-,61 Pavel Trbušek,14 Roman Žampach,2018/2019
3,235062,3. část,04:08,PS,88 Michal Rosí,,2018/2019
0,237796,1. část,02:54,-,77 Ctibor Chmelař,4 Jakub Mádr,2018/2019
1,237796,1. část,03:34,-,94 Jan Hanuš,49 Filip Trousil,2018/2019
2,237796,1. část,11:06,-,94 Jan Hanuš,22 Jakub Nováček,2018/2019
3,237796,2. část,00:55,-,94 Jan Hanuš,77 Ctibor Chmelař,2018/2019
4,237796,2. část,05:38,PS,94 Jan Hanuš,,2018/2019
5,237796,2. část,08:19,-,22 Jakub Nováček,88 Michal Rosí,2018/2019
6,237796,2. část,11:07,-,77 Ctibor Chmelař,94 Jan Hanuš,2018/2019
7,237796,3. část,01:05,-,77 Ctibor Chmelař,88 Michal Rosí,2018/2019
0,237794,1. část,05:38,PP,94 Jan Hanuš,8 Filip Weber,2018/2019
1,237794,2. část,01:28,-,77 Ctibor Chmelař,94 Jan Hanuš,2018/2019
2,237794,3. část,05:36,-,88 Michal Rosí,94 Jan Hanuš,2018/2019
3,237794,3. část,08:44,-,94 Jan Hanuš,8 Filip Weber,2018/2019
0,241681,1. část,04:28,-,88 Michal Rosí,94 Jan Hanuš,2018/2019
1,241681,1. část,04:47,-,77 Ctibor Chmelař,13 Marek Václavík,2018/2019
2,241681,2. část,07:43,PP,21 Štefan Záležák,4 Jakub Mádr,2018/2019
3,241681,3. část,05:54,-,94 Jan Hanuš,,2018/2019
4,241681,3. část,08:09,SH,77 Ctibor Chmelař,49 Filip Trousil,2018/2019
0,241679,1. část,04:14,-,21 Štefan Záležák,94 Jan Hanuš,2018/2019
1,241679,3. část,08:04,-,13 Marek Václavík,94 Jan Hanuš,2018/2019
2,241679,3. část,10:46,-,61 Pavel Trbušek,4 Jakub Mádr,2018/2019
0,244656,2. část,02:53,PP,14 Roman Žampach,61 Pavel Trbušek,2018/2019
1,244656,2. část,08:52,-,88 Michal Rosí,77 Ctibor Chmelař,2018/2019
2,244656,3. část,11:58,-,9 Jan Hanuš,4 Jakub Mádr,2018/2019
0,244654,1. část,02:48,-,88 Michal Rosí,4 Jakub Mádr,2018/2019
1,244654,1. část,08:55,-,9 Jan Hanuš,,2018/2019
2,244654,1. část,09:20,-,9 Jan Hanuš,61 Pavel Trbušek,2018/2019
3,244654,2. část,02:32,-,77 Ctibor Chmelař,17 Radek Mošnička,2018/2019
4,244654,2. část,04:33,-,9 Jan Hanuš,13 Marek Václavík,2018/2019
5,244654,2. část,06:40,-,9 Jan Hanuš,8 Filip Weber,2018/2019
6,244654,3. část,06:16,-,9 Jan Hanuš,77 Ctibor Chmelař,2018/2019
0,247475,1. část,04:47,-,9 Jan Hanuš,88 Michal Rosí,2018/2019
1,247475,1. část,06:57,-,9 Jan Hanuš,77 Ctibor Chmelař,2018/2019
2,247475,1. část,09:32,-,9 Jan Hanuš,8 Filip Weber,2018/2019
3,247475,2. část,11:24,-,13 Marek Václavík,88 Michal Rosí,2018/2019
0,247472,1. část,02:25,-,9 Jan Hanuš,94 Štefan Záležák,2018/2019
1,247472,1. část,07:25,SH,94 Štefan Záležák,10 Miloš Zapadlo,2018/2019
2,247472,1. část,09:49,-,61 Pavel Trbušek,77 Ctibor Chmelař,2018/2019
3,247472,1. část,10:39,-,94 Štefan Záležák,88 Michal Rosí,2018/2019
4,247472,3. část,05:18,-,8 Filip Weber,,2018/2019
