,Id,GK,Shots,Goals,Touches,Success%,Minutes,Season
0,69398,49 Filip Trousil,30,2,28,"93,33",36:00,2012/2013
0,69401,49 Filip Trousil,30,4,26,"86,67",36:00,2012/2013
0,72096,49 Filip Trousil,30,3,27,"90,00",36:00,2012/2013
0,73820,45 Filip Trousil,30,1,29,"96,67",36:00,2012/2013
0,73818,49 Filip Trousil,30,3,27,"90,00",36:00,2012/2013
0,76508,49 Filip Trousil,30,2,28,"93,33",36:00,2012/2013
0,76505,49 Filip Trousil,30,4,26,"86,67",36:00,2012/2013
0,77841,49 Filip Trousil,30,7,23,"76,67",36:00,2012/2013
0,77839,49 Filip Trousil,30,7,23,"76,67",36:00,2012/2013
0,79499,49 Filip Trousil,30,3,27,"90,00",36:00,2012/2013
0,79497,49 Filip Trousil,30,1,29,"96,67",36:00,2012/2013
0,80013,49 Filip Trousil,0,4,-4,0,36:00,2012/2013
0,83399,44 Filip Trousil,0,7,-7,0,36:00,2013/2014
0,83412,49 Filip Trousil,0,4,-4,0,36:00,2013/2014
0,84452,49 Filip Trousil,0,3,-3,0,36:00,2013/2014
0,84460,49 Filip Trousil,0,3,-3,0,36:00,2013/2014
0,87600,49 Filip Trousil,0,2,-2,0,36:00,2013/2014
0,87604,49 Filip Trousil,0,5,-5,0,36:00,2013/2014
0,88227,49 Filip Trousil,19,2,17,"89,47",36:00,2013/2014
0,88234,49 Filip Trousil,34,2,32,"94,12",36:00,2013/2014
0,91900,49 Filip Trousil,0,3,-3,0,36:00,2013/2014
0,91905,49 Filip Trousil,0,3,-3,0,36:00,2013/2014
0,95454,49 Filip Trousil,0,4,-4,0,36:00,2013/2014
0,95459,49 Filip Trousil,0,1,-1,0,36:00,2013/2014
0,95507,49 Filip Trousil,0,8,-8,0,36:00,2013/2014
0,95526,49 Filip Trousil,0,7,-7,0,36:00,2013/2014
0,98491,49 Filip Trousil,0,0,0,0,36:00,2013/2014
0,98495,49 Filip Trousil,0,5,-5,0,36:00,2013/2014
0,101360,49 Filip Trousil,0,3,-3,0,36:00,2013/2014
0,101363,49 Filip Trousil,0,8,-8,0,36:00,2013/2014
0,102043,49 Filip Trousil,0,1,-1,0,36:00,2013/2014
0,102037,49 Filip Trousil,0,1,-1,0,36:00,2013/2014
0,106305,49 Filip Trousil,0,5,-5,0,36:00,2014/2015
0,106307,49 Filip Trousil,0,0,0,0,36:00,2014/2015
0,107925,49 Filip Trousil,0,8,-8,0,36:00,2014/2015
0,107938,49 Filip Trousil,0,2,-2,0,36:00,2014/2015
0,109356,49 Filip Trousil,0,4,-4,0,36:00,2014/2015
0,109353,49 Filip Trousil,0,2,-2,0,36:00,2014/2015
0,111025,49 Filip Trousil,0,8,-8,0,36:00,2014/2015
0,111027,49 Filip Trousil,0,3,-3,0,36:00,2014/2015
0,113887,49 Filip Trousil,0,8,-8,0,36:00,2014/2015
0,113892,49 Filip Trousil,0,3,-3,0,36:00,2014/2015
0,115955,49 Filip Trousil,0,5,-5,0,36:00,2014/2015
0,116088,49 Filip Trousil,0,10,-10,0,36:00,2014/2015
0,119728,49 Filip Trousil,0,2,-2,0,36:00,2014/2015
0,119733,49 Filip Trousil,0,1,-1,0,36:00,2014/2015
0,120429,49 Filip Trousil,0,7,-7,0,36:00,2014/2015
0,120431,49 Filip Trousil,0,7,-7,0,36:00,2014/2015
0,125857,49 Filip Trousil,0,8,-8,0,36:00,2014/2015
0,125859,49 Filip Trousil,0,10,-10,0,36:00,2014/2015
0,127351,49 Filip Trousil,0,1,-1,0,36:00,2014/2015
0,127354,49 Filip Trousil,0,4,-4,0,36:00,2014/2015
0,130050,49 Filip Trousil,0,1,-1,0,36:00,2015/2016
0,130052,49 Filip Trousil,0,5,-5,0,36:00,2015/2016
0,132892,49 Filip Trousil,0,5,-5,0,36:00,2015/2016
0,132901,49 Filip Trousil,0,1,-1,0,36:00,2015/2016
0,134348,49 Filip Trousil,0,9,-9,0,36:00,2015/2016
0,134351,49 Filip Trousil,0,4,-4,0,36:00,2015/2016
0,137002,49 Filip Trousil,0,1,-1,0,36:00,2015/2016
0,137005,49 Filip Trousil,0,5,-5,0,36:00,2015/2016
0,144401,49 Filip Trousil,0,18,-18,0,36:00,2015/2016
0,144406,49 Filip Trousil,0,3,-3,0,36:00,2015/2016
0,145415,49 Filip Trousil,0,7,-7,0,36:00,2015/2016
0,145420,49 Filip Trousil,0,11,-11,0,36:00,2015/2016
0,150361,49 Filip Trousil,0,8,-8,0,36:00,2015/2016
0,150367,49 Filip Trousil,0,7,-7,0,36:00,2015/2016
0,151930,49 Filip Trousil,0,5,-5,0,36:00,2015/2016
0,151965,49 Filip Trousil,0,2,-2,0,36:00,2015/2016
0,154870,49 Filip Trousil,0,5,-5,0,36:00,2015/2016
0,154873,49 Filip Trousil,0,5,-5,0,36:00,2015/2016
0,158141,49 Filip Trousil,0,3,-3,0,36:00,2016/2017
0,158158,49 Filip Trousil,0,5,-5,0,36:00,2016/2017
0,160699,49 Filip Trousil,0,1,-1,0,36:00,2016/2017
0,160702,49 Filip Trousil,0,2,-2,0,36:00,2016/2017
0,165178,44 Filip Trousil,0,2,-2,0,36:00,2016/2017
0,165181,49 Filip Trousil,0,1,-1,0,36:00,2016/2017
0,167705,49 Filip Trousil,0,3,-3,0,36:00,2016/2017
0,167707,49 Filip Trousil,0,8,-8,0,36:00,2016/2017
0,170887,48 Filip Trousil,0,6,-6,0,36:00,2016/2017
0,170890,48 Filip Trousil,0,4,-4,0,36:00,2016/2017
0,173014,49 Filip Trousil,0,6,-6,0,36:00,2016/2017
0,173022,49 Filip Trousil,0,5,-5,0,36:00,2016/2017
0,177660,49 Filip Trousil,0,5,-5,0,36:00,2016/2017
0,177076,49 Filip Trousil,0,9,-9,0,36:00,2016/2017
0,178883,49 Filip Trousil,0,4,-4,0,36:00,2016/2017
0,178896,49 Filip Trousil,0,3,-3,0,36:00,2016/2017
0,181137,49 Filip Trousil,0,1,-1,0,36:00,2016/2017
0,181141,49 Filip Trousil,0,1,-1,0,36:00,2016/2017
0,184420,49 Filip Trousil,0,6,-6,0,36:00,2016/2017
0,184422,49 Filip Trousil,0,1,-1,0,36:00,2016/2017
0,188166,49 Filip Trousil,0,3,-3,0,36:00,2017/2018
0,188172,49 Filip Trousil,0,4,-4,0,36:00,2017/2018
0,189796,49 Filip Trousil,0,9,-9,0,36:00,2017/2018
0,189799,49 Filip Trousil,0,9,-9,0,36:00,2017/2018
0,190317,49 Filip Trousil,0,8,-8,0,36:00,2017/2018
0,190321,49 Filip Trousil,0,5,-5,0,36:00,2017/2018
0,196450,49 Filip Trousil,0,1,-1,0,36:00,2017/2018
0,196944,49 Filip Trousil,0,5,-5,0,36:00,2017/2018
0,198727,49 Filip Trousil,0,3,-3,0,36:00,2017/2018
0,198731,49 Filip Trousil,0,0,0,0,36:00,2017/2018
0,202148,49 Filip Trousil,0,2,-2,0,36:00,2017/2018
0,202161,49 Filip Trousil,0,2,-2,0,36:00,2017/2018
0,207535,49 Filip Trousil,0,8,-8,0,36:00,2017/2018
0,207533,49 Filip Trousil,0,3,-3,0,36:00,2017/2018
0,213224,49 Filip Trousil,0,4,-4,0,36:00,2017/2018
0,213222,49 Filip Trousil,0,7,-7,0,36:00,2017/2018
0,215894,49 Filip Trousil,0,1,-1,0,36:00,2017/2018
0,215892,49 Filip Trousil,0,1,-1,0,36:00,2017/2018
0,217370,1 Lukáš Adámek,0,18,-18,0,36:00,2017/2018
0,217372,49 Filip Trousil,0,9,-9,0,36:00,2017/2018
0,222022,49 Filip Trousil,0,3,-3,0,36:00,2018/2019
0,222084,49 Filip Trousil,0,5,-5,0,36:00,2018/2019
0,225350,49 Filip Trousil,0,4,-4,0,36:00,2018/2019
0,225349,49 Filip Trousil,0,1,-1,0,36:00,2018/2019
0,229025,49 Filip Trousil,0,2,-2,0,36:00,2018/2019
0,229022,49 Filip Trousil,0,3,-3,0,36:00,2018/2019
0,229429,49 Filip Trousil,0,1,-1,0,36:00,2018/2019
0,232669,49 Filip Trousil,0,2,-2,0,36:00,2018/2019
0,235066,49 Filip Trousil,0,3,-3,0,36:00,2018/2019
0,235062,49 Filip Trousil,0,7,-7,0,36:00,2018/2019
0,237796,49 Filip Trousil,0,4,-4,0,36:00,2018/2019
0,237794,49 Filip Trousil,0,6,-6,0,36:00,2018/2019
0,241681,49 Filip Trousil,0,6,-6,0,36:00,2018/2019
0,241679,49 Filip Trousil,0,1,-1,0,36:00,2018/2019
0,244656,49 Filip Trousil,0,4,-4,0,36:00,2018/2019
0,244654,49 Filip Trousil,0,5,-5,0,36:00,2018/2019
0,247475,49 Filip Trousil,0,4,-4,0,36:00,2018/2019
0,247472,49 Filip Trousil,0,3,-3,0,36:00,2018/2019
0,233120,49 Filip Trousil,0,1,-1,0,00:00,2018/2019
0,250976,49 Filip Trousil,0,3,-3,0,00:00,2018/2019
0,255307,49 Filip Trousil,0,6,-6,0,36:00,2019/2020
0,257489,49 Filip Trousil,0,6,-6,0,36:00,2019/2020
0,257484,49 Filip Trousil,0,5,-5,0,36:00,2019/2020
0,260191,49 Filip Trousil,0,5,-5,0,36:00,2019/2020
0,260187,49 Filip Trousil,0,7,-7,0,36:00,2019/2020
0,263242,49 Filip Trousil,0,1,-1,0,36:00,2019/2020
0,263237,49 Filip Trousil,0,7,-7,0,36:00,2019/2020
0,266162,49 Filip Trousil,0,2,-2,0,36:00,2019/2020
0,266158,49 Filip Trousil,0,3,-3,0,36:00,2019/2020
0,271020,49 Filip Trousil,0,2,-2,0,36:00,2019/2020
0,278201,49 Filip Trousil,0,14,-14,0,36:00,2019/2020
0,278200,49 Filip Trousil,0,1,-1,0,36:00,2019/2020
0,284054,49 Filip Trousil,0,6,-6,0,36:00,2020/2021
0,284058,49 Filip Trousil,0,2,-2,0,36:00,2020/2021
0,287591,49 Filip Trousil,0,2,-2,0,36:00,2020/2021
1,287591,72 Pavel Malý,0,0,0,0,00:00,2020/2021
0,287905,72 Pavel Malý,0,3,-3,0,36:00,2020/2021
1,287905,49 Filip Trousil,0,0,0,0,00:00,2020/2021
0,291144,1 Vojtěch Bíba,0,6,-6,0,36:00,2021/2022
0,291700,49 Filip Trousil,0,4,-4,0,36:00,2021/2022
0,293466,1 Vojtěch Bíba,0,1,-1,0,36:00,2021/2022
0,297187,1 Vojtěch Bíba,0,9,-9,0,36:00,2021/2022
0,297199,1 Vojtěch Bíba,0,8,-8,0,36:00,2021/2022
0,300872,1 Vojtěch Bíba,0,9,-9,0,36:00,2021/2022
0,300871,1 Vojtěch Bíba,0,6,-6,0,36:00,2021/2022
0,304844,1 Vojtěch Bíba,0,3,-3,0,36:00,2021/2022
0,304843,1 Vojtěch Bíba,0,8,-8,0,36:00,2021/2022
0,307481,49 Filip Trousil,0,9,-9,0,36:00,2021/2022
0,307487,49 Filip Trousil,0,13,-13,0,36:00,2021/2022
0,313361,1 Vojtěch Bíba,0,8,-8,0,36:00,2021/2022
0,313359,1 Vojtěch Bíba,0,6,-6,0,36:00,2021/2022
0,316378,1 Vojtěch Bíba,0,3,-3,0,36:00,2021/2022
0,316383,1 Vojtěch Bíba,0,4,-4,0,36:00,2021/2022
