,Id,Period,Time,Player,TM,Foul,Season
1,158158,2. část,05:01,18 Jaromír Správka,2,904 vysoká hokejka,2016/2017
0,160699,1. část,11:59,81 Karel Němec,2,909 hrubost,2016/2017
1,160699,3. část,04:07,19 Jakub Pražák,2,907 nedovolené vrážení,2016/2017
2,160699,3. část,10:08,7 Tomáš Kupec,2,901 sekání,2016/2017
0,160702,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,165178,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,165181,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,167705,1. část,09:44,24 Martin Balák,2,925 nesportovní chování,2016/2017
0,167707,1. část,01:09,26 Tomáš Pažout,2,915 nedovolená vzdálenost,2016/2017
1,167707,1. část,07:13,22 Jan Flaška,2,904 vysoká hokejka,2016/2017
2,167707,2. část,06:46,15 Vít Rosol,2,909 hrubost,2016/2017
0,170887,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,170890,1. část,10:27,15 Vojtěch Brávek,2,902 blokování hokejky,2016/2017
1,170890,3. část,11:48,73 Kryštof Hoch,5,909 hrubost,2016/2017
0,173014,3. část,04:45,46 Lukáš Frydrych,2,901 sekání,2016/2017
0,173022,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,177660,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,177076,2. část,08:00,77 Ondřej Vaněček,2,909 hrubost,2016/2017
1,177076,2. část,09:46,6 Jan Mičko,2,909 hrubost,2016/2017
2,177076,3. část,01:30,7 Michal Petrbok,2,904 vysoká hokejka,2016/2017
0,178883,3. část,05:45,15 Jan Marek,2,901 sekání,2016/2017
0,178896,1. část,02:31,98 Jakub Sládek,2,902 blokování hokejky,2016/2017
1,178896,1. část,11:02,22 Jan Flaška,2,920 hra rukou,2016/2017
0,181137,1. část,05:12,98 Michal Jelínek,2,904 vysoká hokejka,2016/2017
0,181141,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,184420,2. část,02:13,44 Martin Östereicher,2,909 hrubost,2016/2017
1,184420,2. část,10:59,77 Ondřej Vaněček,2,904 vysoká hokejka,2016/2017
2,184420,3. část,09:56,19 Martin Olšiak,2,901 sekání,2016/2017
0,184422,3. část,00:46,98 Jan Horyna,2,907 nedovolené vrážení,2016/2017
0,188166,1. část,09:29,31 Daniel Novák,2,902 blokování hokejky,2017/2018
0,188172,3. část,00:33,18 Jan Mikolášek,2,920 hra rukou,2017/2018
0,189796,2. část,05:57,99 Jiří Šimon,2,908 vražení zády,2017/2018
0,189799,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,190317,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,190321,1. část,01:23,18 František Platovský,2,907 nedovolené vrážení,2017/2018
1,190321,2. část,04:53,21 Zdeněk Halamásek,2,901 sekání,2017/2018
0,196450,3. část,06:59,8 Lubomír Nebuška,5,901 sekání,2017/2018
0,196944,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,198727,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,198731,3. část,05:30,14 Petr Šavrda,2,904 vysoká hokejka,2017/2018
0,202148,2. část,10:35,17 Jiří Novák,2,920 hra rukou,2017/2018
1,202148,3. část,09:08,21 Vojtěch Dlouhý,2,902 blokování hokejky,2017/2018
2,202148,3. část,09:52,9 Lukáš Jiran,2,908 vražení zády,2017/2018
0,202161,1. část,07:56,5 Jakub Salkini,2,902 blokování hokejky,2017/2018
1,202161,1. část,10:52,5 Jakub Salkini,2,901 sekání,2017/2018
0,207535,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,207533,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,213224,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,213222,1. část,09:51,15 David Schneider,2,901 sekání,2017/2018
1,213222,2. část,02:02,99 Jiří Šimon,2,907 nedovolené vrážení,2017/2018
2,213222,2. část,05:34,91 Martin Rada,5,901 sekání,2017/2018
3,213222,2. část,10:46,99 Jiří Šimon,2,915 nedovolená vzdálenost,2017/2018
4,213222,3. část,01:34,15 David Schneider,2,901 sekání,2017/2018
0,215894,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,215892,1. část,05:22,26 Daniel Kvěch,2,902 blokování hokejky,2017/2018
1,215892,3. část,01:26,12 Michal Zeman,2,901 sekání,2017/2018
2,215892,3. část,03:59,17 Jiří Novák,2,901 sekání,2017/2018
0,217370,2. část,02:09,6 Zdeněk Tomek,2,901 sekání,2017/2018
0,217372,3. část,02:32,8 Zdeněk Hromota,2,908 vražení zády,2017/2018
0,222022,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,222084,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,225350,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,225349,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,229025,2. část,06:30,73 Jan Vrba,2,904 vysoká hokejka,2018/2019
1,229025,3. část,03:19,11 Jan Mičko,2,911 bránění ve hře,2018/2019
2,229025,3. část,10:20,18 Daniel Rajtr,2,925 nesportovní chování,2018/2019
3,229025,3. část,11:40,18 Daniel Rajtr,,612 vyloučení do konce utkání,2018/2019
0,229022,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,229429,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,232669,1. část,00:06,8 Roman Major,2,920 hra rukou,2018/2019
1,232669,1. část,06:07,66 Dominik Vyštejn,2,911 bránění ve hře,2018/2019
2,232669,3. část,10:57,24 Ladislav Griga,2,919 hra na zemi,2018/2019
0,235066,1. část,02:35,16 Radim Onderka,2,925 nesportovní chování,2018/2019
1,235066,2. část,04:32,16 Radim Onderka,5,909 hrubost,2018/2019
2,235066,2. část,09:04,97 Jakub Smíšek,2,901 sekání,2018/2019
0,235062,2. část,02:45,6 Vladimír Borůvka,2,901 sekání,2018/2019
1,235062,2. část,06:07,12 Vladimír Labský,2,920 hra rukou,2018/2019
2,235062,2. část,09:35,84 Čestmír Brousil,2,907 nedovolené vrážení,2018/2019
0,237796,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,237794,1. část,05:34,2 Albert Čihák,2,901 sekání,2018/2019
1,237794,2. část,08:44,20 Ondřej Míka,2,907 nedovolené vrážení,2018/2019
0,241681,2. část,06:15,73 Kryštof Hoch,2,901 sekání,2018/2019
0,241679,3. část,05:56,25 Tomáš Jirásek,2,901 sekání,2018/2019
0,244656,1. část,09:20,88 Lukáš Bárta,2,911 bránění ve hře,2018/2019
1,244656,2. část,02:39,57 Ondřej Kulka,2,902 blokování hokejky,2018/2019
2,244656,2. část,03:01,22 Zdeněk Bělík,2,911 bránění ve hře,2018/2019
0,244654,3. část,01:33,50 Václav Motyka,2,902 blokování hokejky,2018/2019
0,247475,3. část,11:48,12 Tomáš Kaňka,2,901 sekání,2018/2019
0,247472,2. část,05:22,69 Jakub Mikeš,2,909 hrubost,2018/2019
1,247472,2. část,08:41,69 Jakub Mikeš,2,901 sekání,2018/2019
2,247472,3. část,00:22,5 Antonín Klíč,2,902 blokování hokejky,2018/2019
3,247472,3. část,05:35,12 Vladimír Labský,5,909 hrubost,2018/2019
4,247472,3. část,08:42,27 David Suchánek,2,911 bránění ve hře,2018/2019
0,233120,3. část,05:11,18 Michal Šíma,2,902 blokování hokejky,2018/2019
1,233120,3. část,05:11,16 Mikuláš Vyleta,2,925 nesportovní chování,2018/2019
0,250976,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,255307,2. část,05:01,12 Vladimír Labský,2,901 sekání,2019/2020
1,255307,3. část,04:46,72 Luděk Hrouda,2,901 sekání,2019/2020
0,257489,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,257484,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,260191,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,260187,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,263242,3. část,02:36,18 František Platovský,2,902 blokování hokejky,2019/2020
0,263237,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,266162,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,266158,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,271020,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,278201,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,278200,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,284054,1. část,07:17,62 David Makovský,2,901 sekání,2020/2021
0,284058,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2020/2021
0,287591,1. část,06:29,76 Jakub Rokos,2,911 bránění ve hře,2020/2021
1,287591,1. část,10:30,17 Jan Rotta,2,909 hrubost,2020/2021
0,287905,3. část,09:56,6 Valentýn Cajthaml,2,919 hra na zemi,2020/2021
0,291144,1. část,09:25,11 Jiří Kliner,2,904 vysoká hokejka,2021/2022
0,291700,2. část,02:42,7 Petr Volf,2,908 vražení zády,2021/2022
1,291700,3. část,04:12,4 Dominik Král,2,919 hra na zemi,2021/2022
0,293466,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2021/2022
0,297187,1. část,10:07,48 Jakub Wágner,2,902 blokování hokejky,2021/2022
0,297199,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2021/2022
0,300872,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2021/2022
0,300871,2. část,10:52,19 Tomáš Votrubec,2,920 hra rukou,2021/2022
0,304844,2. část,06:17,15 Pavel Hůla,2,915 nedovolená vzdálenost,2021/2022
0,304843,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2021/2022
